번호,제작년도,제작월,초수,대분류,중분류,소분류,광고주,제품,제목,대행사,제작프로덕션
jeil 23-19,1988,05,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,SS-샵,남자의 멋,(주)제일기획,
jeil 23-20,1988,06,20,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),정기할인판매,윈드서핑편,(주)제일기획,
jeil 23-21,1988,08,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),골덴텍스,"벽화,그림편",(주)제일기획,
jeil 23-22,1988,10,30,패션,내의류,남녀 패션내의,(주)백양,BYC,세계는 지금 BYC,(주)제일기획,
jeil 23-23,1989,02,30,패션,신발류,신사숙녀화,금강제화,랜드로바,무한궤도편,(주)제일기획,
jeil 23-25,1989,07,30,패션,신발류,신사숙녀화,금강,르느와르,토탈패션,(주)제일기획,
jeil 23-26,1989,08,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),라보떼 트리아농,성숙한 여인의 정장,(주)제일기획,
jeil 23-27,1989,08,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,로가디스,어깨편,(주)제일기획,
jeil 23-28,1989,09,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,로가디스,컴퓨터편,(주)제일기획,
jeil 23-29,1989,09,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),갤럭시,신사복의 자기표현,(주)제일기획,
jeil 23-30,1989,10,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,끄레아또레 1차,가면-누구편,(주)제일기획,
jeil 23-31,1989,12,20,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),하티스트 가격인하,남녀 달리기편,(주)제일기획,
jeil 23-32,1990,01,30,패션,신발류,신사숙녀화,금강,리갈,트럼펫 연주편,(주)제일기획,
jeil 23-33,1990,01,30,패션,신발류,신사숙녀화,금강제화,랜드로바,생속의 자유,(주)제일기획,
jeil 23-34,1990,01,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,끄레아또레,강수연-가면/어디편,(주)제일기획,
jeil 23-35,1990,01,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),세르지오 타키니,테니스편,(주)제일기획,
jeil 23-36,1990,04,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,끄레아또레,바닷가편,(주)제일기획,
jeil 23-37,1990,06,30,패션,신발류,신사숙녀화,대양고무(주),레스모아,파파라치편,(주)제일기획,
jeil 23-38,1990,07,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),골덴텍스,물고기 CG편,(주)제일기획,
jeil 23-39,1990,07,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),로질리,도시가 자연을 입는다,(주)제일기획,
jeil 23-40,1990,08,30,패션,신발류,신사숙녀화,금강제화,로렐,럭비편,(주)제일기획,
jeil 23-41,1990,09,30,패션,원사 및 원단,신사 및 숙녀복지,삼성물산(주),카운트다운,마네킹편,(주)제일기획,
jeil 23-42,1990,09,30,패션,신발류,신사숙녀화,대양고무(주),레스모아,구두에 표정을 담자,(주)제일기획,
jeil 23-43,1990,09,20,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),하티스트,가을정기 할인판매/센스가 돋보인다,(주)제일기획,
jeil 23-44,1990,09,20,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),하티스트,가을정기 할인판매/가을이 오고있다,(주)제일기획,
jeil 23-45,1990,10,20,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),하티스트,겨울신상품 가격인하/그런 여유가 있어 좋다,(주)제일기획,
jeil 23-47,1990,11,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,구스다운,유럽풍 다운패션,(주)제일기획,
jeil 23-48,1990,12,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),랭글러 청바지,오토바이편,(주)제일기획,
jeil 24-01,1991,01,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),로질리,사랑에 눈떠가는 여자,(주)제일기획,
jeil 24-02,1991,03,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),갤럭시,신사복의 명품전,(주)제일기획,
jeil 24-03,1991,03,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,메르꼴레디+끄레아또레,바닷가와벽보,(주)제일기획,
jeil 24-04,1991,05,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,빌트모아,송원섭-행동파 활동정장/공항검색대편,(주)제일기획,
jeil 24-05,1991,05,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,메르꼴레디+끄레아또레,카페와도로,(주)제일기획,
jeil 24-06,1991,05,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,빌트모아,투수 김상엽-행동파 활동정장,(주)제일기획,
jeil 24-07,1991,05,20,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),하티스트,여름 할인판매,(주)제일기획,
jeil 24-08,1991,06,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,아스트라 골프웨어,상쾌함으로 느낀다,(주)제일기획,
jeil 24-09,1991,07,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,카운트다운,치어리더편,(주)제일기획,
jeil 24-10,1991,07,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),패션종합,하티스트 외,(주)제일기획,
jeil 24-11,1991,07,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,파드리노,이태리풍 남성패션,(주)제일기획,
jeil 24-12,1991,08,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,메르꼴레디+끄레아또레,가을/고목과흔들리는 전구편,(주)제일기획,
jeil 24-13,1991,08,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,브이네스,젊음을 위한 캐쥬얼웨어,(주)제일기획,
jeil 24-14,1991,08,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,LA기어,패션을 신는다,(주)제일기획,
jeil 24-15,1991,09,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,레자망,도시에는 혼이 있다,(주)제일기획,
jeil 24-16,1991,09,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,메르꼴레디+끄레아또레,겨울/등대와호수편,(주)제일기획,
jeil 24-19,1991,11,30,패션,원사 및 원단,신사 및 숙녀복지,삼성물산(주),SS패션,사랑나누기,(주)제일기획,
jeil 24-20,1991,10,20,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),하티스트,가을신상품 할인판매/모니터편,(주)제일기획,
jeil 24-21,1991,12,30,패션,원사 및 원단,신사 및 숙녀복지,삼성물산(주),슬림다운,만남편,(주)제일기획,
jeil 24-22,1992,01,30,패션,정장의류,신사정장,란체티,란체티,정상의 남자편,(주)제일기획,
jeil 24-23,1992,02,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,메르꼴레디,봄/풍력 발전기편,(주)제일기획,
jeil 24-24,1992,02,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,버킹검,사제/머리보다 가슴으로 사는거야편,(주)제일기획,
jeil 24-25,1992,02,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,버킹검,부자/인생의 반은 배우는거편,(주)제일기획,
jeil 24-26,1992,02,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,로가디스,이태리/참편안하죠편,(주)제일기획,
jeil 24-27,1992,03,30,패션,정장의류,신사정장,제우어패럴,힐틀,남자가 있다편,(주)제일기획,
jeil 24-28,1992,03,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,버킹검,가슴이 넓은 남자들,(주)제일기획,
jeil 24-29,1992,03,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,메르꼴레디+끄레아또레,여름/나룻배와분수편,(주)제일기획,
jeil 24-31,1992,04,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),하이크리에이션,엘르 외,(주)제일기획,
jeil 24-32,1992,05,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,메르꼴레디+끄레아또레,집안과영화상영,(주)제일기획,
jeil 24-33,1992,06,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,메르꼴레디,도지원편,(주)제일기획,
jeil 24-34,1992,06,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,끄레아또레,레드카/가을편,(주)제일기획,
jeil 24-35,1992,08,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),갤럭시,연주회편,(주)제일기획,
jeil 24-36,1992,09,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,카운트다운,김원준-마네킹편,(주)제일기획,
jeil 24-37,1992,09,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,가을세일,가을세일,(주)제일기획,
jeil 24-38,1992,11,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,SS패션,공항편,(주)제일기획,
jeil 24-39,1992,11,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,겨울세일,겨울세일,(주)제일기획,
jeil 24-40,1993,01,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,끄레아또레,봄/등대편,(주)제일기획,
jeil 24-41,1993,02,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,카운트다운,김원준 포스터편,(주)제일기획,
jeil 24-42,1993,03,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,SS패션,가업 매장편,(주)제일기획,
jeil 24-43,1993,03,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,로가디스,이태리/수상 곤돌라편,(주)제일기획,
jeil 24-44,1993,04,30,패션,원사 및 원단,캐주얼 및 진복지,제일모직(주),빈폴,한석규편,(주)제일기획,
jeil 25-01,1993,06,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,여름신상품 세일,여름신상품 세일,(주)제일기획,
jeil 25-02,1993,06,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),아스트라,전문가 정신으로/골프의 혼편,(주)제일기획,
jeil 25-03,1993,06,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,로가디스,가을/이태리편,(주)제일기획,
jeil 25-04,1993,06,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,메르꼴레디,동굴편,(주)제일기획,
jeil 25-05,1993,06,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,끄레아또레,가을/다면거울편편,(주)제일기획,
jeil 25-06,1993,07,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,버킹검,친구 방문/남에겐 따뜻하고편,(주)제일기획,
jeil 25-07,1993,07,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),카디날,공연 객석편,(주)제일기획,
jeil 25-08,1993,08,20,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),쟈니로쥬디체,"느낌은, 말하지않는다",(주)제일기획,
jeil 25-09,1993,09,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,카운트다운,김원준-지하철편,(주)제일기획,
jeil 25-10,1993,09,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,로가디스,홍콩편,(주)제일기획,
jeil 25-11,1993,12,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,에스에스패션,48시간의 약속편,(주)제일기획,
jeil 25-13,1994,02,30,패션,원사 및 원단,신사 및 숙녀복지,유림통상,메르꼴레디,오케스트라 연주편,(주)제일기획,
jeil 25-14,1994,03,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,쌩상,색인종/아기편,(주)제일기획,
jeil 25-15,1994,03,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,쌩상,색인종 탄생/왜냐구 그냥,(주)제일기획,
jeil 25-16,1994,03,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,쌩상,색인종 탄생/컬러로 태어났다,(주)제일기획,
jeil 25-17,1994,05,30,패션,원사 및 원단,캐주얼 및 진복지,제일모직(주),빈폴,만남편,(주)제일기획,
jeil 25-18,1994,06,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,에스에스패션,신서비스 선언,(주)제일기획,
jeil 25-20,1994,07,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),윌드베스트편,마음에 맞춘 옷,(주)제일기획,
jeil 25-21,1994,08,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,브이네스,고려대 농구단편,(주)제일기획,
jeil 25-22,1994,08,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,빌트모아,이남자편,(주)제일기획,
jeil 25-23,1994,08,20,패션,패션기타,패션 기업PR,태화섬유공업사,파크랜드,박상원-거품 때문입니다편,(주)제일기획,
jeil 25-24,1994,09,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),카디날,고급신사복의 비밀,(주)제일기획,
jeil 25-25,1994,09,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,카운트다운,"젊음은 하나, 친구가 되자",(주)제일기획,
jeil 25-27,1994,12,30,패션,원사 및 원단,신사 및 숙녀복지,에스에스패션,신년세일편,배달녹색연합 환경동아리,(주)제일기획,
JEIL 26-01,1984,08,30,식품,식품 기타,식품 제품종합,제일제당,추석선물셋트,"김혜자,주현-탈춤/추석 선물셋트편",(주)제일기획,
JEIL 26-02,1986,01,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥스웰하우스,음악감상편,(주)제일기획,
JEIL 26-03,1986,01,30,식품,유제품,우유,서주산업(주),서주밀,우유와 두유가 만났다,(주)제일기획,
JEIL 26-04,1986,02,30,식품,조미향신료,조미료,제일제당,매운탕다시다+청국장다시다,"김혜자,주현-시장편",(주)제일기획,
JEIL 26-05,1986,02,30,음료 및 기호식품,알콜음료,맥주,조선맥주,크라운맥주,새롭게 바뀌었습니다,(주)제일기획,
JEIL 26-06,1986,02,30,식품,아이스크림,복합빙과,서주산업(주),아이스샌드위피+세시랑,아빠랑 나랑만 통하는,(주)제일기획,
JEIL 26-07,1986,02,30,식품,조미향신료,조미료,제일제당,백설 조미료,"김혜자,김수미-세명의 주부편",(주)제일기획,
JEIL 26-08,1986,03,30,식품,면류,봉지 인스턴트 면류,삼양식품(주),김치라면,야외편,(주)제일기획,
JEIL 26-09,1986,03,30,식품,수산품,어묵 및 게맛살,대영식품,북양맛살,북태평양편,(주)제일기획,
JEIL 26-10,1986,03,30,식품,조미향신료,조미료,제일제당,백설 조미료 2.5,김혜자-수출확대기념 대사은잔치,(주)제일기획,
JEIL 26-11,1986,04,30,음료 및 기호식품,비알콜음료,"커피, 코코아음료",동서식품(주),맥스웰 캔커피,해변편,(주)제일기획,
JEIL 26-12,1986,04,30,식품,아이스크림,스틱 및 바,서주산업(주),롱롱바,기린애니편,(주)제일기획,
JEIL 26-13,1986,04,30,식품,면류,봉지 인스턴트 면류,삼양식품(주),쇠고기 라면,라면에 3대 혁신,(주)제일기획,
JEIL 26-14,1986,05,30,식품,조미향신료,조미료,제일제당,"쇠고기 다시다+멸치다시다,냉면 다시다","김혜자,주현-냉국편",(주)제일기획,
JEIL 26-15,1986,05,15,식품,조미향신료,조미료,제일제당,백설 조미료,김혜자-건강을위해 적게 쓰세요,(주)제일기획,
JEIL 26-16,1986,06,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),그래뉼커피,수영장편,(주)제일기획,
JEIL 26-17,1986,06,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥스웰 아이스 커피,사은잔치,(주)제일기획,
JEIL 26-18,1986,06,30,식품,아이스크림,펜슬 및 얼음빙과,서주산업(주),서주 곰돌이,애니 야구편,(주)제일기획,
JEIL 26-19,1986,08,30,식품,면류,봉지 인스턴트 면류,삼양식품(주),삼양라면,최양락편,(주)제일기획,
JEIL 26-20,1986,08,30,식품,면류,봉지 인스턴트 면류,삼양식품(주),삼양라면,삼양라면 모델됐어요,(주)제일기획,
JEIL 26-21,1986,08,30,식품,조미향신료,감미료,제일제당,화인스위트,즐거운 다이어트편,(주)제일기획,
JEIL 26-22,1986,09,30,식품,축산품,햄 및 소시지,제일제당,금메달 쏘세지,배종옥-경기장편,(주)제일기획,
JEIL 26-23,1986,09,30,식품,면류,봉지 인스턴트 면류,삼양식품(주),라또마니,휴게실편,(주)제일기획,
JEIL 26-24,1986,09,30,식품,제과,스낵,삼양식품(주),사또밥,사또편,(주)제일기획,
JEIL 26-25,1986,10,30,식품,면류,용기 인스턴트 면류,삼양식품(주),삼미우동,두 요리사편,(주)제일기획,
JEIL 26-26,1986,10,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥스웰 커피믹스,등산편,(주)제일기획,
JEIL 26-27,1986,11,30,식품,조미향신료,조미료,제일제당,백설 조미료 2.5,"김혜자,주현-김장맞이 선물잔치",(주)제일기획,
JEIL 26-28,1986,12,30,식품,면류,봉지 인스턴트 면류,삼양식품(주),라또마니2,스프가 두개,(주)제일기획,
JEIL 26-29,1986,12,30,식품,조미향신료,조미료,제일제당,백설 조미료 2.5,"김혜자,김상희-슈퍼마켓편",(주)제일기획,
JEIL 26-30,1986,12,30,식품,면류,용기 인스턴트 면류,삼양식품(주),컵라면,조류탐방편,(주)제일기획,
JEIL 26-31,1986,12,30,식품,유제품,분유,남양유업(주),아기밀F,아기의 진수성찬편,(주)제일기획,
JEIL 26-32,1987,01,30,식품,조미향신료,조미료,제일제당,다시다,"김혜자,주현-겨울/고향의 맛편",(주)제일기획,
JEIL 26-33,1987,01,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥스웰 상카커피,전화편,(주)제일기획,
JEIL 26-34,1987,01,30,식품,조미향신료,조미료,제일제당,백설 조미료 2.5,"김혜자,주현-사은대잔치",(주)제일기획,
JEIL 26-35,1987,01,30,식품,면류,봉지 인스턴트 면류,삼양식품(주),삼양200냥,새로운맛,(주)제일기획,
JEIL 26-36,1987,01,30,식품,면류,봉지 인스턴트 면류,(주)한국야쿠르트,팔도노다지라면+팔도도시락,심형래편,(주)제일기획,
JEIL 26-37,1987,02,30,식품,조미향신료,식용유,제일제당,백설 식용유,"김혜자,길용우,허윤정-남편 요리편",(주)제일기획,
JEIL 26-38,1987,03,30,식품,제과,스낵,삼양식품(주),그린스넥,날씬한 그대,(주)제일기획,
JEIL 26-39,1987,03,30,식품,아이스크림,스틱 및 바,삼양식품(주),레몬초코바+카네이션 아이스크림,바나나 차동차편,(주)제일기획,
JEIL 26-40,1987,03,30,식품,조미향신료,식용유,제일제당,백설 식용유,김혜자-사은대잔치,(주)제일기획,
JEIL 26-41,1987,03,30,식품,대용식품,레토르트,제일제당,백설햄 스팸,올림픽 공식햄,(주)제일기획,
JEIL 26-42,1987,03,30,식품,면류,봉지 인스턴트 면류,삼양식품(주),이백냥 라면,주막편,(주)제일기획,
JEIL 27-01,1987,04,30,식품,조미향신료,조미료,제일제당,백설 조미료 2.5,주부의견편,(주)제일기획,
JEIL 27-02,1987,05,30,식품,면류,봉지 인스턴트 면류,삼양식품(주),짜짜로니,이경규편,(주)제일기획,
JEIL 27-03,1987,06,30,음료 및 기호식품,비알콜음료,"커피, 코코아음료",동서식품(주),캔커피,안성기편,(주)제일기획,
JEIL 27-04,1987,07,30,음료 및 기호식품,비알콜음료,스포츠음료,제일제당,게토레이,조용원-피로하고 땀흘린뒤편,(주)제일기획,
JEIL 27-05,1987,09,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥심,홍연택편,(주)제일기획,
JEIL 27-06,1987,09,20,식품,대용식품,대용식품 기타,(주)한성기업,왕오징어,사은대잔치,(주)제일기획,
JEIL 27-07,1987,09,30,식품,조미향신료,복합양념,제일제당,한식 조미료 맛깔,야채들 판소리편,(주)제일기획,
JEIL 27-08,1987,11,30,식품,면류,봉지 인스턴트 면류,삼양식품(주),삼양 라면1번지,식당편,(주)제일기획,
JEIL 27-09,1987,11,30,식품,축산품,햄 및 소시지,제일제당,백설 불고기 햄,눈사람/겨울편,(주)제일기획,
JEIL 27-10,1987,11,30,식품,식품 기타,식품 기업PR,제일냉동식품(주),제일냉동 론칭광고,여군편,(주)제일기획,
JEIL 27-11,1987,12,20,음료 및 기호식품,비알콜음료,전통음료,(주)삼화식품,꿀삼차,다이빙편,(주)제일기획,
JEIL 27-12,1988,02,30,식품,제과,비스켓 및 쿠키,(주)오리온,고소미 크래커,언제 먹어도 고소미,(주)제일기획,
JEIL 27-13,1988,02,30,식품,대용식품,레토르트,제일냉동식품(주),제일냉동식품+도시락 햄버거,엄마 아들편,(주)제일기획,
JEIL 27-15,1988,03,30,식품,제과,비스켓 및 쿠키,(주)오리온,고소미 크래커,서세원-왜그러세요편,(주)제일기획,
JEIL 27-16,1988,03,30,식품,조미향신료,복합양념,제일제당,한식 조미료 맛깔,김혜자-맛이 다르죠편,(주)제일기획,
JEIL 27-17,1988,03,30,식품,조미향신료,식용유,제일제당,백설 식용유 선물셋트,김혜자-추석선물편,(주)제일기획,
JEIL 27-18,1988,03,30,식품,조미향신료,조미료,제일제당,백설 조미료 2.5,"김혜자,주현-창립50주년 기념 사은대잔치",(주)제일기획,
JEIL 27-19,1988,03,30,식품,조미향신료,조미료,제일제당,백설 조미료 2.5,"김혜자,주현-자동화 성공 선물잔치",(주)제일기획,
JEIL 27-20,1988,03,30,식품,제과,제과 제품종합,대한제과협회,세계 빵과자 잔치,제빵연구가편,(주)제일기획,
JEIL 27-21,1988,03,30,식품,조미향신료,조미료,제일제당,"쇠고기 다시다+ 멸치,냉면 다시다","김혜자,주현-전통혼례편",(주)제일기획,
JEIL 27-22,1988,04,30,식품,대용식품,레토르트,제일냉동식품(주),도시락햄버거,아이들편,(주)제일기획,
JEIL 27-23,1988,04,30,식품,수산품,기타 수산가공품,동원산업(주),양반김,두번구운 김,(주)제일기획,
JEIL 27-24,1988,05,30,식품,유제품,분유,남양유업(주),아기밀F+잼잼,부부편,(주)제일기획,
JEIL 27-25,1988,08,30,음료 및 기호식품,알콜음료,탁주 및 전통주,경주법주(주),경주법주 선물셋트,100일 정성,(주)제일기획,
JEIL 27-26,1988,08,30,제약 및 의료,대사성의약,자양강장제,제일제당,홍삼원,천년지기편,(주)제일기획,
JEIL 27-27,1988,08,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥스웰 커피믹스,바다편,(주)제일기획,
JEIL 27-29,1988,08,30,식품,식품 기타,식품 제품종합,제일제당,추석선물셋트,"김혜자,주현-소고춤/추석 선물셋트편",(주)제일기획,
JEIL 27-30,1988,10,30,식품,제과,비스켓 및 쿠키,(주)오리온,더브러 비스켓,나누세요,(주)제일기획,
JEIL 27-31,1988,11,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥스웰 카니도 아이스필드,캐나다 아이스필드편,(주)제일기획,
JEIL 27-32,1988,11,20,식품,유제품,분유,남양유업(주),아기밀F+하모니,부부편,(주)제일기획,
JEIL 27-33,1988,11,30,식품,조미향신료,조미료,제일제당,백설 조미료 2.5,김혜자-푸짐한 선물을 드려요,(주)제일기획,
JEIL 27-34,1988,12,20,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥스웰,캐나다에메랄드호수편,(주)제일기획,
JEIL 27-35,1988,12,30,식품,유제품,분유,남양유업(주),잼잼+아기밀 골드,토실토실 아기들,(주)제일기획,
JEIL 27-36,1989,01,30,제약 및 의료,대사성의약,자양강장제,웅진인삼,웅진인삼차+장쾌삼,임하룡편,(주)제일기획,
JEIL 27-37,1989,02,30,식품,조미향신료,조미료,제일제당,쇠고기다시다+1회용 다시다,"김혜자,주현-어디에 쓰세요",(주)제일기획,
JEIL 27-38,1989,02,30,식품,축산품,햄 및 소시지,제일제당,하니소세지,달려라 하니편,(주)제일기획,
JEIL 27-39,1989,04,30,음료 및 기호식품,알콜음료,소주,(주)금복주,금복주,복영감편,(주)제일기획,
JEIL 27-40,1989,04,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥스웰 엑소프레스 커피,새롭게 전해오는 맛,(주)제일기획,
JEIL 27-41,1989,06,30,식품,조미향신료,조미료,제일제당,다시다,"김혜자,주현-여름/변함없는 맛편",(주)제일기획,
JEIL 27-42,1989,09,30,식품,조미향신료,조미료,제일제당,다시다,"김혜자,주현-가을/고향의 소리편",(주)제일기획,
JEIL 27-43,1989,09,30,식품,유제품,분유,남양유업(주),아기밀 골드,부부편,(주)제일기획,
JEIL 27-44,1989,10,30,음료 및 기호식품,기호식품,커피크리머,동서식품(주),동서프리마,피아노 연주편,(주)제일기획,
JEIL 27-45,1989,10,30,식품,대용식품,만두,제일냉동식품(주),알찬만두+매운만두,김혜자편,(주)제일기획,
JEIL 27-46,1989,10,30,식품,조미향신료,조미료,제일제당,백설 조미료 2.5,"김혜자,주현-김장대잔치편",(주)제일기획,
JEIL 27-47,1989,11,30,식품,조미향신료,조미료,제일제당,"쇠고기 다시다+ 멸치,냉면 다시다","김혜자,주현-겨울/연날리기편",(주)제일기획,
JEIL 27-49,1989,12,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥스웰,캐나다 토론토편,(주)제일기획,
JEIL 28-01,1990,01,30,식품,제과,초코릿,(주)오리온,투유,장국영 이별편-영문,(주)제일기획,
JEIL 28-02,1990,01,30,식품,제과,초코릿,(주)오리온,투유,장국영-방황편-영문,(주)제일기획,
JEIL 28-03,1990,01,30,식품,제과,초코릿,(주)오리온,투유,장국영-재회편-영문,(주)제일기획,
JEIL 28-04,1990,02,30,식품,조미향신료,조미료,제일제당,다시다,김혜자-봄/입춘대길편,(주)제일기획,
JEIL 28-05,1990,02,30,식품,대용식품,레토르트,제일제당,백설 핫도그,손쉽게 만드는 핫도그,(주)제일기획,
JEIL 28-06,1990,03,30,식품,대용식품,대용식품 기타,제일냉동식품(주),꼬마주먹밥,노래편,(주)제일기획,
JEIL 28-07,1990,03,30,식품,조미향신료,조미료,제일제당,다시다,김혜자-겨울/얼음낚시편,(주)제일기획,
JEIL 28-08,1990,03,30,식품,조미향신료,조미료,제일제당,백설 조미료2.5,"여보,오늘은",(주)제일기획,
JEIL 28-09,1990,03,30,식품,대용식품,레토르트,제일제당,동그랑땡,오늘 반찬은 뭐에요,(주)제일기획,
JEIL 28-10,1990,03,30,식품,제과,스낵,(주)한성기업,야채참치,야참~,(주)제일기획,
JEIL 28-11,1990,03,30,제약 및 의료,대사성의약,자양강장제,제일제당,홍삼원,두남자 대화편,(주)제일기획,
JEIL 28-12,1990,04,30,식품,유제품,분유,남양유업(주),아기밀,인터뷰편,(주)제일기획,
JEIL 28-13,1990,04,30,식품,조미향신료,식용유,제일제당,백설 식용유,자연편,(주)제일기획,
JEIL 28-14,1990,04,30,식품,제과,스낵,(주)오리온,고래밥,해적선-칼슘을 많이 먹자는 말씀편,(주)제일기획,
JEIL 28-15,1990,04,30,식품,대용식품,레토르트,제일제당,독수리5형제 소시지,애니편,(주)제일기획,
JEIL 28-16,1990,04,30,식품,조미향신료,조미료,제일제당,멸치 다시다,간편해서 좋아요,(주)제일기획,
JEIL 28-17,1990,04,30,식품,축산품,햄 및 소시지,제일제당,백설 소프트햄,먹기 좋게 하나씩,(주)제일기획,
JEIL 28-18,1990,05,30,제약 및 의료,대사성의약,자양강장제,제일제당,홍삼원,홍삼이 든 홍삼원,(주)제일기획,
JEIL 28-19,1990,06,30,식품,제과,껌,(주)오리온,아세로라껌,이장희편,(주)제일기획,
JEIL 28-20,1990,06,30,식품,제과,파이,(주)오리온,초코파이,군입대편,(주)제일기획,
JEIL 28-21,1990,07,30,제약 및 의료,대사성의약,비타민C제,유유산업,유판C,운동편,(주)제일기획,
JEIL 28-22,1990,08,30,식품,제빵,"빵,케익 및 떡",해태제과식품(주)서울지점,오 예스,엄마의 마음편,(주)제일기획,
JEIL 28-23,1990,08,30,식품,식품 기타,식품 제품종합,제일제당,선물셋트,기차역편,(주)제일기획,
JEIL 28-24,1990,09,30,식품,수산품,수산통조림,제일제당,김치참치,주말 부부이야기,(주)제일기획,
