번호,제작년도,제작월,초수,대분류,중분류,소분류,광고주,제품,제목,대행사,제작프로덕션
JEIL 28-25,1990,09,30,식품,식품 기타,식품 제품종합,동서식품(주),동서식품,추석 선물셋트,(주)제일기획,
JEIL 28-26,1990,09,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥심,발매 10주년,(주)제일기획,
JEIL 28-27,1990,10,30,식품,조미향신료,조미료,제일제당,맛깔 미풍,김장잔치편,(주)제일기획,
JEIL 28-28,1990,10,30,식품,제과,스낵,(주)한성기업,야채참치,슈퍼마켓편,(주)제일기획,
JEIL 28-29,1990,10,30,음료 및 기호식품,알콜음료,포도주 및 과실주,대선주조(주),와인 앙코르,전쟁이야기,(주)제일기획,
JEIL 28-30,1990,10,30,식품,제과,초코릿,(주)오리온,투유,유덕화-만남편,(주)제일기획,
JEIL 28-31,1990,10,30,제약 및 의료,대사성의약,자양강장제,제일제당,홍삼원,팔씨름편,(주)제일기획,
JEIL 28-32,1990,11,30,식품,제과,초코릿,(주)오리온,투유,유덕화-그리움/아이스하키편,(주)제일기획,
JEIL 28-33,1990,11,30,식품,제빵,"빵,케익 및 떡",(주)오리온,후레쉬베리,최진실편,(주)제일기획,
JEIL 28-34,1990,11,30,식품,제과,초코릿,(주)오리온,투유,유덕화-사랑편,(주)제일기획,
JEIL 28-35,1990,11,30,식품,조미향신료,조미료,제일제당,맛깔 미풍,슈퍼마켓편,(주)제일기획,
JEIL 28-36,1990,12,30,식품,식품 기타,식품 제품종합,제일제당,연말 선물셋트,부부편,(주)제일기획,
JEIL 28-37,1991,01,30,식품,농산품,가루식품,제일제당,튀김가루,튀김에 맞을 살려줍니다,(주)제일기획,
JEIL 28-38,1991,01,30,음료 및 기호식품,비알콜음료,스포츠음료,제일제당,게토레이,박상원편-아침갈증/갈증이 싹 가십니다,(주)제일기획,
JEIL 28-39,1991,01,30,음료 및 기호식품,알콜음료,위스키,대선주조(주),스페셜 선,회식편,(주)제일기획,
JEIL 28-40,1991,02,30,식품,유제품,분유,남양유업(주),아기밀,21년 전통,(주)제일기획,
JEIL 28-41,1991,02,30,식품,제과,스낵,(주)오리온,오징어 땅콩,조갑경편,(주)제일기획,
JEIL 28-43,1991,02,30,식품,제과,껌,(주)오리온,미스후라보노껌,여학교 이야기,(주)제일기획,
JEIL 29-02,1991,03,30,식품,축산품,햄 및 소시지,제일제당,백설햄 새우동그랑땡,엄마 딸 편,(주)제일기획,
JEIL 29-03,1991,03,30,식품,제과,비스켓 및 쿠키,(주)오리온,초코핍 쿠키,다툼편,(주)제일기획,
JEIL 29-04,1991,04,30,식품,제과,스낵,(주)오리온,땅콩강정,가훈/예절바른생활편,(주)제일기획,
JEIL 29-05,1991,04,30,식품,제과,스낵,(주)오리온,삐삐코,론칭,(주)제일기획,
JEIL 29-06,1991,04,30,식품,제과,파이,(주)오리온,초코파이,역무원편,(주)제일기획,
JEIL 29-07,1991,04,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥심 모카골드,윤석화-개성있는 여자의 향기,(주)제일기획,
JEIL 29-08,1991,04,30,식품,제과,스낵,(주)오리온,고래밥,고래밥놀이-그냥 재밌어요편,(주)제일기획,
JEIL 29-11,1991,05,30,식품,조미향신료,식용유,제일제당,백설 식용유,가족편,(주)제일기획,
JEIL 29-12,1991,05,30,식품,대용식품,레토르트,제일제당,즉석 다시다,미리 준비해 두세요,(주)제일기획,
JEIL 29-13,1991,05,30,음료 및 기호식품,비알콜음료,"커피, 코코아음료",동서식품(주),맥스웰 캔커피,손창민-바다편,(주)제일기획,
JEIL 29-16,1991,06,30,식품,조미향신료,장류,(주)풀무원,풀무원 된장,깨끗하게,(주)제일기획,
JEIL 29-17,1991,07,30,식품,제과,껌,(주)오리온,센스민트껌,음정희-데이트편,(주)제일기획,
JEIL 29-18,1991,08,30,식품,제과,스낵,(주)오리온,포카칩,줄 서기 편,(주)제일기획,
JEIL 29-19,1991,08,30,식품,대용식품,대용식품 기타,(주)한성기업,꼬리곰탕,부부편,(주)제일기획,
JEIL 29-20,1991,08,30,식품,축산품,기타 축산가공품,제일제당,양념갈비,아이들 집청소편,(주)제일기획,
JEIL 29-21,1991,08,30,식품,식품 기타,식품 제품종합,제일제당,선물셋트,인사말편,(주)제일기획,
JEIL 29-22,1991,09,30,식품,제과,초코릿,(주)오리온,투유,김민종-아픔편,(주)제일기획,
JEIL 29-23,1991,09,30,식품,제빵,"빵,케익 및 떡",(주)오리온,더블베리,최진실편2,(주)제일기획,
JEIL 29-24,1991,09,30,식품,제과,스낵,(주)오리온,아르떼,아빠편,(주)제일기획,
JEIL 29-25,1991,09,30,식품,제과,초코릿,(주)오리온,핫브레이크,장군의 아들편,(주)제일기획,
JEIL 29-26,1991,10,30,식품,제과,스낵,(주)오리온,치토스,교통질서편,(주)제일기획,
JEIL 29-27,1991,10,30,식품,제과,스낵,(주)오리온,오징어 땅콩,세대교페편,(주)제일기획,
JEIL 29-28,1991,10,30,식품,제과,파이,(주)오리온,초코파이,전학가는날편,(주)제일기획,
JEIL 29-29,1991,10,30,식품,제과,스낵,(주)오리온,에끌리아,착각편,(주)제일기획,
JEIL 29-30,1991,10,30,식품,제과,초코릿,(주)오리온,투유,김민종-회상편,(주)제일기획,
JEIL 29-32,1991,12,30,식품,제과,초코릿,(주)오리온,티라미스,독백편,(주)제일기획,
JEIL 29-33,1991,12,30,식품,축산품,햄 및 소시지,제일제당,백설 불고기햄,이경진-아빠흉내편,(주)제일기획,
JEIL 29-34,1992,01,30,음료 및 기호식품,기호식품,커피 및 커피믹스,(주)오리온,블랙커피,007미팅편,(주)제일기획,
JEIL 29-36,1992,01,30,음료 및 기호식품,비알콜음료,사이다,(주)일화,천연사이다,물이다르니까,(주)제일기획,
JEIL 29-37,1992,01,30,식품,조미향신료,참기름 및 들기름,제일제당,백설 참기름,"형님,동서편",(주)제일기획,
JEIL 29-38,1992,02,30,식품,제과,껌,(주)오리온,센스민트껌,최민수-이여자 껌보는 눈 있네편,(주)제일기획,
JEIL 29-39,1992,02,30,식품,제과,캬라멜 및 제리,(주)오리온,마이구미,"씹는 맛,씹는 재미",(주)제일기획,
JEIL 29-40,1992,02,30,식품,조미향신료,조미료,제일제당,다시다,김혜자-김정구/그럼 바로 고향맛이지편,(주)제일기획,
JEIL 29-41,1992,02,30,식품,제과,초코릿,(주)오리온,투유,김민종-재회편,(주)제일기획,
JEIL 29-42,1992,02,30,식품,제과,캔디,(주)오리온,통-아몬드,"조카,삼촌편",(주)제일기획,
JEIL 29-43,1992,02,30,식품,조미향신료,조미료,제일제당,다시다,김혜자-황해도 최영민씨편,(주)제일기획,
JEIL 29-44,1992,03,30,식품,제과,스낵,(주)오리온,치토스,경찰편,(주)제일기획,
JEIL 29-45,1992,03,30,식품,제과,스낵,(주)오리온,바이트,교실편,(주)제일기획,
JEIL 29-46,1992,03,30,식품,제과,초코릿,(주)오리온,마일드 쵸코,신애라편,(주)제일기획,
JEIL 29-47,1992,03,30,식품,수산품,수산통조림,(주)한성식품,어린이 팜피튜니,아이와 엄마편,(주)제일기획,
JEIL 29-49,1992,03,30,식품,유제품,우유,동서식품(주),동서우유,빨리 시작 하면 좋아요,(주)제일기획,
JEIL 30-01,1992,04,30,식품,제과,파이,(주)오리온,쵸코파이,아빠 힘내세요 편,(주)제일기획,
JEIL 30-02,1992,04,30,식품,제과,비스켓 및 쿠키,(주)오리온,쵸코 다이제스티브,손지창편,(주)제일기획,
JEIL 30-05,1992,04,30,식품,조미향신료,복합양념,제일제당,불고기 양념,정육점편,(주)제일기획,
JEIL 30-06,1992,05,30,식품,제과,스낵,(주)오리온,치토스,놀이동산편,(주)제일기획,
JEIL 30-07,1992,05,30,식품,조미향신료,장류,삼원식품공업사,태양초 고추장,고추밭편,(주)제일기획,
JEIL 30-08,1992,05,30,식품,축산품,햄 및 소시지,제일제당,백설햄 꼬마불고기햄,이경진-밥먹구 합시다편,(주)제일기획,
JEIL 30-09,1992,05,30,음료 및 기호식품,비알콜음료,비알콜 음료 기타,(주)일화,하이맥콜,사막편,(주)제일기획,
JEIL 30-10,1992,05,30,식품,제과,비스켓 및 쿠키,(주)오리온,쿠키&화이바,신애라편,(주)제일기획,
JEIL 30-11,1992,05,30,식품,제과,스낵,(주)오리온,오징어 땅콩,데이트편,(주)제일기획,
JEIL 30-12,1992,05,30,식품,조미향신료,식용유,제일제당,백설 식용유,새댁편,(주)제일기획,
JEIL 30-13,1992,06,30,식품,제과,스낵,(주)오리온,치토스,서핑보드편,(주)제일기획,
JEIL 30-14,1992,06,30,식품,유제품,분유,남양유업(주),아기밀,선택이 중요합니다,(주)제일기획,
JEIL 30-16,1992,06,30,식품,조미향신료,조미료,제일제당,다시다,김혜자-연변 이기철씨/맛이 똑 같네요편,(주)제일기획,
JEIL 30-17,1992,06,30,식품,조미향신료,조미료,제일제당,다시다,김혜자-연변 연길서시장편,(주)제일기획,
JEIL 30-18,1992,07,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥스웰 커피믹스,낚시편,(주)제일기획,
JEIL 30-19,1992,07,30,식품,제과,파이,(주)오리온,초코파이,소나기편,(주)제일기획,
JEIL 30-20,1992,08,30,식품,제과,껌,(주)오리온,센스민트껌,최민수-기분이 확편,(주)제일기획,
JEIL 30-21,1992,08,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥심 모카골드,윤석화-뮤지컬편(오디오 나쁨),(주)제일기획,
JEIL 30-22,1992,08,30,식품,제과,캬라멜 및 제리,(주)오리온,마이구미,쫀득한 사랑이야기,(주)제일기획,
JEIL 30-23,1992,09,30,식품,농산품,두부,(주)풀무원,풀무원 두부,깨끗합니다편,(주)제일기획,
JEIL 30-24,1992,09,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥심,김희중/통나무집편,(주)제일기획,
JEIL 30-25,1992,09,30,식품,제빵,"빵,케익 및 떡",(주)오리온,후레쉬베리,신애라편,(주)제일기획,
JEIL 30-26,1992,09,30,식품,제과,초코릿,(주)오리온,크로칸트,다른사람에겐 들리지 않아요,(주)제일기획,
JEIL 30-27,1992,10,30,음료 및 기호식품,기호식품,커피크리머,동서식품(주),동서프리마,안성기-부부편,(주)제일기획,
JEIL 30-28,1992,10,30,식품,제과,스낵,(주)오리온,포카칩,이영자편,(주)제일기획,
JEIL 30-29,1992,10,30,식품,제과,스낵,(주)오리온,딥콘,박중훈편,(주)제일기획,
JEIL 30-30,1992,10,30,식품,제과,스낵,(주)오리온,치토스,롤러블레이드편,(주)제일기획,
JEIL 30-31,1992,10,30,식품,제과,초코릿,(주)오리온,투유,손지창-사랑연습 Ⅰ편,(주)제일기획,
JEIL 30-32,1992,10,30,식품,조미향신료,조미료,제일제당,다시다 즉석국,"김혜자,정애리-마켓편",(주)제일기획,
JEIL 30-33,1992,10,30,식품,제과,파이,(주)오리온,쎄이영,이현우편,(주)제일기획,
JEIL 30-34,1992,10,30,식품,제과,껌,(주)오리온,센스민트껌,박중훈-레스토랑에서,(주)제일기획,
JEIL 30-35,1992,11,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥스웰 커피믹스,김승기 노래편,(주)제일기획,
JEIL 30-36,1992,11,30,식품,제과,캬라멜 및 제리,(주)오리온,비틀즈,비틀즈로 정하자,(주)제일기획,
JEIL 30-37,1992,12,30,식품,제과,초코릿,(주)오리온,투유,김민종-사랑연습 Ⅱ탄,(주)제일기획,
JEIL 30-38,1992,12,30,식품,제과,파이,(주)오리온,초코파이,집배원편,(주)제일기획,
JEIL 30-39,1992,12,30,식품,대용식품,레토르트,제일제당,꼬마 치킨바,김미숙-어머 흔적도 없네편,(주)제일기획,
JEIL 30-40,1992,12,30,식품,조미향신료,장류,(주)삼화식품,삼화된장,자연숙성으로,(주)제일기획,
JEIL 30-41,1992,12,15,식품,제과,초코릿,(주)오리온,투유,김민종-산장편,(주)제일기획,
JEIL 30-42,1992,12,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥심,김희중/강변편,(주)제일기획,
JEIL 30-43,1992,12,30,식품,제과,스낵,(주)오리온,치토스,현진영-공연편,(주)제일기획,
JEIL 30-44,1993,01,30,식품,제과,비스켓 및 쿠키,(주)오리온,다이제스 리브샌드,친구들 소개,(주)제일기획,
JEIL 30-45,1993,01,30,식품,대용식품,만두,(주)털보네식품,털보만두,식사편,(주)제일기획,
JEIL 30-46,1993,02,30,식품,제과,파이,(주)오리온,쎄이영,젊음을 찾아서,(주)제일기획,
JEIL2_01-01,2004,01,20,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)케이티프리텔,KTF,독도-우리땅 독도를 지킵니다,(주)제일기획,
JEIL2_01-04,2002,,30,그룹 및 기업광고,그룹광고,그룹PR,삼성생명보험(주),브라보 유어라이프,박상원-남자 우정편,(주)제일기획,
JEIL2_01-05,2002,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,삼성생명보험(주),브라보 유어라이프,박상원-여자 우정편,(주)제일기획,
JEIL2_01-06,2004,07,30,식품,제과,스낵,(주)오리온,고래밥,재미로 먹고 맛으로 먹는,(주)제일기획,
JEIL2_01-08,2002,06,30,그룹 및 기업광고,그룹광고,그룹PR,SK마케팅&컴퍼니,OK Cashbag,채시라-쿠폰으로 받는다,(주)제일기획,
JEIL2_01-09,2002,06,15,"금융, 보험 및 증권",금융 및 보험,신용카드,삼성카드(주),삼성카드,히딩크-우리에게 보여주세요편,(주)제일기획,
JEIL2_01-10,2002,06,15,"금융, 보험 및 증권",금융 및 보험,신용카드,삼성카드(주),삼성카드,히딩크-이제 우리가 만듭니다편,(주)제일기획,
JEIL2_01-11,2002,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)포스코건설,더,장동건-콧노래편,(주)제일기획,
JEIL2_01-12,2002,06,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,(주)코리아나화장품 서울지점,엔시아,목요일엔,(주)제일기획,
JEIL2_01-13,2002,09,30,컴퓨터 및 정보통신,통신기기,휴대폰,삼성전자(주),디지털 익사이팅 애니콜,"차태현,이나영-컬라로 찰칵편",(주)제일기획,
JEIL2_01-14,2002,,30,컴퓨터 및 정보통신,통신망,통신망 기타,한국디지털위성방송(주),스카이라이프,내식대로 맞춰보는,(주)제일기획,
JEIL2_01-15,2002,,12,컴퓨터 및 정보통신,통신망,이동통신,에스케이텔레콤(주),IMT-2000,9시를 알립니다(시보용),(주)제일기획,
JEIL2_01-16,2002,,30,컴퓨터 및 정보통신,통신정보 서비스,PC온라인서비스,SK(주),스타스타114,**114에게 물어봐,(주)제일기획,
JEIL2_01-17,2002,06,20,음료 및 기호식품,비알콜음료,믹스음료,해태음료(주),쉼표하나,몸도마음도 머리도 쉬게하자,(주)제일기획,
JEIL2_01-18,2002,06,30,음료 및 기호식품,비알콜음료,믹스음료,해태음료(주),헬로팬돌이,애니메이션편,(주)제일기획,
JEIL2_01-19,2002,,20,화장품 및 보건용품,세제류,표백제,(주)피죤,무균무때,무균무때로 닦으세요,(주)제일기획,
JEIL2_01-20,2002,06,30,식품,면류,봉지 인스턴트 면류,씨제이(주),햇국수,비오는 날,(주)제일기획,
JEIL2_01-21,2002,04,30,가정용 전기전자,영상기기,TV,삼성전자(주),파브,축구에 황제 펠레,(주)제일기획,
JEIL2_01-23,2002,,20,그룹 및 기업광고,그룹광고,그룹PR,삼성에스디아이(주),삼성SDI,전시장-우리는 늘 세상을 봅니다,(주)제일기획,
JEIL2_01-25,2002,,30,그룹 및 기업광고,그룹광고,그룹PR,씨제이(주),CJ,아이들 물감놀이-제일제당의 새얼굴편,(주)제일기획,
JEIL2_01-26,2002,08,30,유통,특수유통,홈쇼핑,(주)씨제이홈쇼핑,CJ몰,이모는 진짜 몰라,(주)제일기획,
JEIL2_01-27,2002,08,20,유통,특수유통,홈쇼핑,(주)씨제이홈쇼핑,CJ몰,야 너 정말 모른다,(주)제일기획,
JEIL2_01-28,2002,08,20,그룹 및 기업광고,그룹광고,그룹PR,(주)씨제이홈쇼핑,CJ몰,그녀는 무엇을 모르는가편,(주)제일기획,
JEIL2_01-29,2002,,30,그룹 및 기업광고,그룹광고,그룹PR,(주)케이티프리텔,KTF,안성기-롤러브레이드/넥타이와 청바지는편,(주)제일기획,
