제작연도,고유번호,공익광고작품명,대분류,소분류,영상링크-코바코 홈페이지,영상링크-유튜브,핵심 키워드(관리자 직접 지정),썸네일 이미지,썸네일 이미지 이름
1987,1987_16,한 자녀 시대,가정/청소년,가족계획,https://www.kobaco.co.kr/site/main/archive/advertising/5/97?cp=41&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1987_16.jpg
1987,1987_17,흔들의자,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/112?cp=39&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1987_17.jpg
1988,1988_01,금메달,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/128?cp=37&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_01.jpg
1988,1988_02,모두가 한 마음,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/129?cp=37&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_02.jpg
1988,1988_03,사랑의 실천,공중보건/복지,헌혈,https://www.kobaco.co.kr/site/main/archive/advertising/5/119?cp=38&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_03.jpg
1988,1988_04,상거래 질서,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/124?cp=37&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_04.jpg
1988,1988_05,소비자 권리,경제사회/기타,절약/소비,https://www.kobaco.co.kr/site/main/archive/advertising/5/115?cp=39&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_05.jpg
1988,1988_06,송율궁군,사회공동체,장애인배려,https://www.kobaco.co.kr/site/main/archive/advertising/5/120?cp=38&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_06.jpg
1988,1988_07,우리 모두의 책임,경제사회/기타,선거,https://www.kobaco.co.kr/site/main/archive/advertising/5/127?cp=37&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_07.jpg
1988,1988_08,우리의 모습,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/116?cp=38&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_08.jpg
1988,1988_09,우정과 화합,경제사회/기타,국가브랜드,https://www.kobaco.co.kr/site/main/archive/advertising/5/125?cp=37&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_09.jpg
1988,1988_10,음주운전 예방,사회공동체,교통안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/118?cp=38&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_10.jpg
1988,1988_11,인사,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/122?cp=38&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_11.jpg
1988,1988_12,장승,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/126?cp=1&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=1988&adtDefaultYear=false,,,,
1988,1988_13,차선 지키기,사회공동체,교통안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/123?cp=38&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_13.jpg
1988,1988_14,추적,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/117?cp=38&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_14.jpg
1988,1988_15,쾌적한 환경,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/121?cp=38&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1988_15.jpg
1989,1989_01,도미노,사회공동체,안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/143?cp=35&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_01.jpg
1989,1989_02,등산객,자연환경,불조심,https://www.kobaco.co.kr/site/main/archive/advertising/5/131?cp=37&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_02.jpg
1989,1989_03,마음의 여유,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/139?cp=36&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_03.jpg
1989,1989_04,생활하수,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/136?cp=36&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_04.jpg
1989,1989_05,세상의 절반,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/130?cp=37&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_05.jpg
1989,1989_06,유해환경 추방,가정/청소년,청소년,https://www.kobaco.co.kr/site/main/archive/advertising/5/141?cp=35&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_06.jpg
1989,1989_07,인형,가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/140?cp=35&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_07.jpg
1989,1989_08,작은 예절,가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/135?cp=36&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_08.jpg
1989,1989_09,창살,공중보건/복지,담배/마약,https://www.kobaco.co.kr/site/main/archive/advertising/5/138?cp=36&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_09.jpg
1989,1989_10,출소자,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/142?cp=35&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1989,1989_11,키재기,가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/134?cp=36&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_11.jpg
1989,1989_12,포도송이,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/132?cp=36&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_12.jpg
1989,1989_13,풍선,경제사회/기타,절약/소비,https://www.kobaco.co.kr/site/main/archive/advertising/5/133?cp=36&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_13.jpg
1989,1989_14,헬멧,사회공동체,안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/137?cp=36&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1989_14.jpg
1990,1990_01,대화,가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/203?cp=34&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1990,1990_02,런칭,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/154?cp=34&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1990_02.jpg
1990,1990_03,사랑의 손길,공중보건/복지,헌혈,https://www.kobaco.co.kr/site/main/archive/advertising/5/152?cp=34&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1990_03.jpg
1990,1990_04,산업폐수,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/144?cp=35&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1990,1990_05,생산성 향상,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/201?cp=34&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1990_05.jpg
1990,1990_06,스위치,사회공동체,공공질서&예절,https://www.kobaco.co.kr/site/main/archive/advertising/5/149?cp=35&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1990,1990_07,오뚜기,사회공동체,교통안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/206?cp=34&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1990_07.jpg
1990,1990_08,늑대인간,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/199?cp=34&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1990_08.jpg
1990,1990_09,이기심,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/145?cp=35&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1990_09.jpg
1990,1990_10,종이배,경제사회/기타,절약/소비,https://www.kobaco.co.kr/site/main/archive/advertising/5/175?cp=34&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1990_10.jpg
1990,1990_11,퍼즐,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/210?cp=34&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1990_11.jpg
1990,1990_12,합성세제,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/146?cp=35&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1990_12.jpg
1991,1991_01,귀중한 한표,경제사회/기타,선거,https://www.kobaco.co.kr/site/main/archive/advertising/5/277?cp=32&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_01.jpg
1991,1991_02,그냥 두세요,가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/263?cp=33&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_02.jpg
1991,1991_03,늦지 않았습니다,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/265?cp=33&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_03.jpg
1991,1991_04,달력,사회공동체,저축절약/소비,https://www.kobaco.co.kr/site/main/archive/advertising/5/390?cp=1&sv=%EC%93%B0%EB%A0%88%EA%B8%B0&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,1991_04.jpg
1991,1991_05,따뜻한 마음,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/214?cp=33&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_05.jpg
1991,1991_06,따뜻한 손길,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/285?cp=32&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_06.jpg
1991,1991_07,무관심,사회공동체,안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/268?cp=33&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_07.jpg
1991,1991_08,올가미,공중보건/복지,담배/마약,https://www.kobaco.co.kr/site/main/archive/advertising/5/274?cp=32&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1991,1991_09,음식물낭비,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/216?cp=33&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_09.jpg
1991,1991_10,좌절극복,가정/청소년,청소년,https://www.kobaco.co.kr/site/main/archive/advertising/5/276?cp=32&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_10.jpg
1991,1991_11,초롱이 탄생,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/217?cp=33&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_11.jpg
1991,1991_12,턱,사회공동체,장애인배려,https://www.kobaco.co.kr/site/main/archive/advertising/5/273?cp=32&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_12.jpg
1991,1991_13,필름 역회전,사회공동체,교통안전,https://www.kobaco.co.kr/site/main/archive/advertising/5/275?cp=32&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_13.jpg
1991,1991_14,행락철 환경보존,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/270?cp=33&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_14.jpg
1991,1991_15,화합의 한마당,경제사회/기타,국가브랜드,https://www.kobaco.co.kr/site/main/archive/advertising/5/272?cp=32&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1991_15.jpg
1992,1992_01,경제 재도약,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/303?cp=31&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_01.jpg
1992,1992_02,금권선거방지,경제사회/기타,선거,https://www.kobaco.co.kr/site/main/archive/advertising/5/299?cp=31&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_02.jpg
1992,1992_03,누렁이,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/308?cp=31&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_03.jpg
1992,1992_04,다시 한번 뜁시다,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/315?cp=30&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_04.jpg
1992,1992_05,대선투표 참여,경제사회/기타,선거,https://www.kobaco.co.kr/site/main/archive/advertising/5/302?cp=31&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_05.jpg
1992,1992_06,밝고 희망찬 사회,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/321?cp=30&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_06.jpg
1992,1992_07,산불방지,자연환경,불조심,https://www.kobaco.co.kr/site/main/archive/advertising/5/318?cp=30&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_07.jpg
1992,1992_08,새출발,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/289?cp=32&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_08.jpg
1992,1992_09,신뢰사회,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/306?cp=31&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_09.jpg
1992,1992_10,쓰레기 다이어트,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/305?cp=1&sv=%EC%93%B0%EB%A0%88%EA%B8%B0&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,1992_10.jpg
1992,1992_11,자원 재활용,자연환경,재활용,https://www.kobaco.co.kr/site/main/archive/advertising/5/295?cp=31&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_11.jpg
1992,1992_12,절전,자연환경,에너지 절약,https://www.kobaco.co.kr/site/main/archive/advertising/5/310?cp=31&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_12.jpg
1992,1992_13,제14대 국회의원,경제사회/기타,선거,https://www.kobaco.co.kr/site/main/archive/advertising/5/334?cp=30&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1992_13.jpg
1992,1992_14,청소년의 합창,가정/청소년,청소년,https://www.kobaco.co.kr/site/main/archive/advertising/5/312?cp=30&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1993,1993_01,경제를 살립시다,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/352?cp=29&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_01.jpg
1993,1993_02,국가경쟁력 강화,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/336?cp=30&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_02.jpg
1993,1993_03,도우미,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/350?cp=29&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_03.jpg
1993,1993_04,부정부패 추방,사회공동체,부정부패,https://www.kobaco.co.kr/site/main/archive/advertising/5/353?cp=28&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_04.jpg
1993,1993_05,산업역군,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/344?cp=29&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_05.jpg
1993,1993_06,새다짐 새각오,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/335?cp=30&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_06.jpg
1993,1993_07,아버지와 딸,경제사회/기타,국가브랜드,https://www.kobaco.co.kr/site/main/archive/advertising/5/342?cp=29&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_07.jpg
1993,1993_08,작은 관심 큰 도움,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/337?cp=30&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_08.jpg
1993,1993_09,증언,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/338?cp=29&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_09.jpg
1993,1993_10,청소년 교육,가정/청소년,가족/대화,https://www.kobaco.co.kr/site/main/archive/advertising/5/347?cp=29&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_10.jpg
1993,1993_11,프로정신,경제사회/기타,국가경제,https://www.kobaco.co.kr/site/main/archive/advertising/5/339?cp=29&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_11.jpg
1993,1993_12,환경주부,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/349?cp=29&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1993_12.jpg
1994,1994_01,과학기술 혁신,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/368?cp=28&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1994_01.jpg
1994,1994_02,농촌사랑,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/371?cp=28&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1994_02.jpg
1994,1994_03,도덕성 회복,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/354?cp=28&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1994_03.jpg
1994,1994_04,마약추방,공중보건/복지,담배/마약,https://www.kobaco.co.kr/site/main/archive/advertising/5/372?cp=27&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1994_04.jpg
1994,1994_05,맑은공기 보존,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/369?cp=28&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,,
1994,1994_06,맑은물 되살리기,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/376?cp=27&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1994_06.jpg
1994,1994_07,신문고,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/374?cp=27&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1994_07.jpg
1994,1994_08,예절,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/373?cp=27&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1994_08.jpg
1994,1994_09,이웃사랑-정,사회공동체,나눔/이웃,https://www.kobaco.co.kr/site/main/archive/advertising/5/366?cp=28&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1994_09.jpg
1994,1994_10,자연은 우리의 생명,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/367?cp=28&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1994_10.jpg
1994,1994_11,질서,사회공동체,타인배려/공공매너,https://www.kobaco.co.kr/site/main/archive/advertising/5/370?cp=28&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1994_11.jpg
1994,1994_12,화합하여 세계로,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/375?cp=27&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1994_12.jpg
1995,1995_01,꽁초할아버지,사회공동체,공공질서&예절,https://www.kobaco.co.kr/site/main/archive/advertising/5/386?cp=26&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1995_01.jpg
1995,1995_02,노사는 동반자,사회공동체,사회화합,https://www.kobaco.co.kr/site/main/archive/advertising/5/394?cp=26&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1995_02.jpg
1995,1995_03,노희지의 깨끗한 선거,경제사회/기타,선거,https://www.kobaco.co.kr/site/main/archive/advertising/5/393?cp=26&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1995_03.jpg
1995,1995_04,무의탁 노인,가정/청소년,청소년,https://www.kobaco.co.kr/site/main/archive/advertising/5/378?cp=1&sv=%EB%AC%B4%EC%9D%98%ED%83%81&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtManufactureYear=&adtDefaultYear=false,,,O,1995_04.jpg
1995,1995_05,밝은 청소년상,가정/청소년,청소년,https://www.kobaco.co.kr/site/main/archive/advertising/5/391?cp=26&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1995_05.jpg
1995,1995_06,쓰레기 줄이기,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/390?cp=26&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1995_06.jpg
1995,1995_07,앵무새,사회공동체,언어생활,https://www.kobaco.co.kr/site/main/archive/advertising/5/379?cp=27&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1995_07.jpg
1995,1995_08,야생화,자연환경,환경보전,https://www.kobaco.co.kr/site/main/archive/advertising/5/383?cp=26&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1995_08.jpg
1995,1995_09,첫 날,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/377?cp=27&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1995_09.jpg
1995,1995_10,해방동이,경제사회/기타,국민의식/나라사랑,https://www.kobaco.co.kr/site/main/archive/advertising/5/388?cp=26&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1995_10.jpg
1996,1996_01,바를正자,경제사회/기타,선거,https://www.kobaco.co.kr/site/main/archive/advertising/5/403?cp=25&pageSize=8&sortDirection=DESC&arcUse=true&arcCategory=5&metaCode1=broadcast&adtDefaultYear=false,,,O,1996_01.jpg
