번호,명칭,수량,재질,시대,용도기능,입수처,크기(cm),특징
412,광고정보1994 1月~4月154~157,1,종이,1994년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),18.6×25.8×3.8,1994년 1월(154호) 2월(155호) 3월(156호) 4월(157호) 합본
413,광고정보1994 5月~8月158~161,1,종이,1994년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),18.8×25.8×4.1,1994년 5월(158호) 6월(159호) 7월(160호) 8월(161호) 합본
414,광고정보1994 9月~12月162~165,1,종이,1994년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),19×25.8×4,1994년 9월(162호) 10월(163호) 11월(164호) 12월(165호) 합본
415,광고정보1995 1~4,1,종이,1995년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),18.9×25.7×4.2,1995년 1월(166호) 2월(167호) 3월(168호) 4월(169호) 합본
416,광고정보1995 5~8,1,종이,1995년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),18.7×25.7×4.2,1995년 5월(170호) 6월(171호) 7월(172호) 8월(173호) 합본
417,광고정보1995 9~12,1,종이,1995년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),18.8×25.8×3.8,1995년 9월(174호) 10월(175호) 11월(176호) 12월(177호) 합본
418,광고정보1996 1~6,1,종이,1996년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),19.5×26.1×4.2,1996년 1월(178호) 2월(179호) 3월(180호) 4월(181호) 5월(182호) 6월(183호) 합본
419,광고정보1997 1~4,1,종이,1997년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),19.2×25.9×3.1,1997년 1월(190호) 2월(191호) 3월(193호) 4월(194호) 합본
420,광고정보1997 5~8,1,종이,1997년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),19.2×25.9×3,1997년 5월(195호) 6월(196호) 7월(197호) 8월(198호) 합본
421,광고정보1998 1~5,1,종이,1998년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),19×26.1×3.5,1998년 1월(202호) 2월(203호) 3월(204호) 4월(205호) 5월(206호) 합본
422,광고정보1999 1~6,1,종이,1999년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),19×26.3×4.3,1999년 1월(214호) 2월(215호) 3월(216호) 4월(217호) 5월(218호) 6월(219호) 합본
423,광고정보1999 7~12,1,종이,1999년(현대),한국방송광고공사가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),19.2×26.1×4.8,1999년 7월(220호) 8월(221호) 9월(222호) 10월(223호) 11월(224호) 12월(225호) 합본
424,Cheil Communication1990 1~12,1,종이,1990년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),19×25.8×4.3,제일기획 1990년1월(169호)~12월(180호) 합본
425,제일기획1991 1~12,1,종이,1991년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),19.2×25.8×4.4,1991년 1월(181호)~12월(192호) 합본
426,Cheil Communication1992 1~7,1,종이,1992년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),19×25.5×2.9,제일기획 1992년1월(193호)~7월(199호) 합본
427,Cheil Communication1992 8~12,1,종이,1992년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),22.5×29.2×2.4,제일기획 1992년8월(200호)~12월(204호) 합본
428,제일기획1993 1~12,1,종이,1993년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),22.7×28.7×4.9,1993년 1월(205호)~12월(216호) 합본
429,제일기획1995 1~6,1,종이,1995년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),22.1×28.8×3,1995년 1월(228호)~6월(233호) 합본
430,Cheil Communication1996 1~6,1,종이,1996년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),22.5×28.9×3.1,제일기획 1996년1월(240호)~6월(245호) 합본
431,Cheil Communication1998 1~7,1,종이,1998년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),22.5×29×2.8,제일기획 1998년1월(264호)~7월(270호) 합본
432,Cheil Communication1998 8~12,1,종이,1998년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),22.3×29.1×2.3,제일기획 1998년8월(271호)~12월(275호) 합본
433,Cheil Communication1999,1,종이,1999년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.1×29.7×4.7,제일기획 1999년1월(276호)~12월(287호) 합본
434,96 제일기획사보,1,종이,1996년(현대),1996년도사보 모음집,한국광고업협회(현재 한국광고산업협회),24.3×31.4×4.6,354쪽(낱장 복사 사보 합본)
435,제일모직 50년사,1,종이,2004년(현대),제일모직 50년 기록 책자,한국광고업협회(현재 한국광고산업협회),19×25.8×3.6,1954년~2004년.582쪽(앞뒤 표지 제외)
436,광고계동향 1994 1~12,1,종이,1994년(현대),한국광고단체연합회에서 발간한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),21.1×29×2.1,1994년 1월(35호)~12월(46호) 합본
437,광고계동향 1995 1~12,1,종이,1995년(현대),한국광고단체연합회에서 발간한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),21×28.7×2.7,1995년 1월(47호)~12월(57호) 합본
438,광고계동향 1996,1,종이,1996년(현대),한국광고단체연합회에서 발간한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),21.5×29.4×2.5,1996년 1월(58호)~12월(70호) 합본
439,광고계동향 1997,1,종이,1997년(현대),한국광고단체연합회에서 발간한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),21.1×29.7×3.3,1997년 1월(71호)~12월(82호) 합본
440,광고계동향 1998 1~12,1,종이,1998년(현대),한국광고단체연합회에서 발간한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),20.9×30.1×3.1,1998년 1월(83호)~12월(94호) 합본
441,광고계동향 1999,1,종이,1999년(현대),한국광고단체연합회에서 발간한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),21.2×29.8×3.2,1999년 1월(95호)~12월(106호) 합본
442,광고월보 1992 1~12,1,종이,1992년(현대),일본 朝日新聞社가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),18.8×25.6×4.1,일어판 1992년1월~12월 합본
443,광고월보 1993 2~12,1,종이,1993년(현대),일본 朝日新聞社가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),18.6×25.6×3.2,일어판 1993년2월~12월 합본
444,광고월보 1994 1~12,1,종이,1994년(현대),일본 朝日新聞社가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),18.5×25.7×3.3,일어판 1994년1월~12월 합본
445,광고월보 1995 1~12,1,종이,1995년(현대),일본 朝日新聞社가 발행한 광고 관련 잡지,한국광고업협회(현재 한국광고산업협회),18.1×25.7×4.1,일어판 1995년1월~12월
446,사보 연합광고(私報 聯合廣告) 1980 6~12,1,종이,1980년(현대),연합광고사가 발행한 사보,한국광고업협회(현재 한국광고산업협회),18.9×25.6×2.1,1980년6월(9호)~12(15호)월 합본
447,사보 연합광고(私報 聯合廣告) 1981 1~12,1,종이,1981년(현대),연합광고사가 발행한 사보,한국광고업협회(현재 한국광고산업협회),19.2×25.8×3.1,1981년1월(16호)~12월(27호) 합본
448,사보 연합광고(私報 聯合廣告) 1982 1~12,1,종이,1982년(현대),연합광고사가 발행한 사보,한국광고업협회(현재 한국광고산업협회),18.9×25.3×3.3,1982년1월(28호)~12월(39호) 합본
449,사보 연합광고(私報 聯合廣告) 1983 1~12,1,종이,1983년(현대),연합광고사가 발행한 사보,한국광고업협회(현재 한국광고산업협회),19.2×25.5×2.9,1983년1월(40호)~12월(51호) 합본
450,사보 연합광고(私報 聯合廣告) 1984 1~12,1,종이,1984년(현대),연합광고사가 발행한 사보,한국광고업협회(현재 한국광고산업협회),19.1×25.8×3.4,1984년1월(52호)~12월(63호) 합본
451,사보 연합광고(私報 聯合廣告) 1992 1~12,1,종이,1992년(현대),연합광고사가 발행한 사보,한국광고업협회(현재 한국광고산업협회),19×25.6×3.5,1992년1월(148호)~12월(159호) 합본
452,다이아몬드·애드 1993 1~12,1,종이,1993년(현대),금강기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),20.8×27.5×2.2,1993년1월(57호)~12월(64호) 합본
453,사보 다이아몬드 애드 1994 1~12,1,종이,1994년(현대),금강기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),20.8×27.5×2.2,1994년 1월(65호)~12월(76호) 합본
454,다이아몬드 애드 1996,1,종이,1996년(현대),금강기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.6×28.6×3.2,1996년1월(77호)~12월(82호) 합본
455,다이아몬드 애드 1997 1~6,1,종이,1997년(현대),금강기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),20.9×28.8×2.1,1997년1월(83호)~6월(85호) 합본
456,다이아몬드 애드 2000 1~12,1,종이,2000년(현대),금강기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),20.9×28.8×2.8,2000년1월(101호)~12월(106호) 합본
457,MBC 2007 문화방송 연감,1,종이,2007년(현대),2007 MBC 문화방송 연감,한국광고업협회(현재 한국광고산업협회),18.6×25.9×4.4,738쪽(앞뒤 표지 제외)
458,주간 기업과광고(週刊 企業と廣告) 1990 1~7,1,종이,1990년(현대),잡지,한국광고업협회(현재 한국광고산업협회),20.2×26.1×1.9,주간지.일어판 1990년1월~7월 합본
459,일경광고수첩(日經廣告手帖) 1993 2~12,1,종이,1993년(현대),잡지,한국광고업협회(현재 한국광고산업협회),18.7×25.6×4.4,일어판 1993년2월~12월 합본
460,일경광고수첩(日經廣告手帖) 1994 1~6,1,종이,1994년(현대),잡지,한국광고업협회(현재 한국광고산업협회),18.8×25.8×2.8,일어판 1994년1월~6월 합본
461,일경광고수첩(日經廣告手帖)1994 7~12,1,종이,1994년(현대),연구논문집,한국광고업협회(현재 한국광고산업협회),18.8×25.7×2.8,일어판 1994년7월~12월 합본
462,일경광고수첩(日經廣告手帖)1996,1,종이,1996년(현대),연구논문집,한국광고업협회(현재 한국광고산업협회),19×26×3,일어판 1996년1월~12월 합본
463,LGAD 1994 103~108,1,종이,1994년(현대),LGAD가 발간한 사보,한국광고업협회(현재 한국광고산업협회),21×29.6×3.1,1994년7월(109호)~12월(114호) 합본
464,LGAD 1995 1~6,1,종이,1995년(현대),LGAD가 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.1×29.6×2.7,1995년1월(115호)~6월(120호) 합본
465,LGAD 1995 7~12,1,종이,1995년(현대),LGAD가 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.2×29.6×3.2,1995년7월(121호)~12월(126호) 합본
466,KAA저널 1994 1~12,1,종이,1994년(현대),한국광고주협회가 발간한 잡지,한국광고업협회(현재 한국광고산업협회),20.8×28.1×2.5,1994년1월(51호)~12월(60호) 합본
467,KAA저널 1995 1~12,1,종이,1995년(현대),한국광고주협회가 발간한 잡지,한국광고업협회(현재 한국광고산업협회),21×28.1×2.5,1995년1월(61호)~12월(71호) 합본
468,KAA저널 1996,1,종이,1996년(현대),한국광고주협회가 발간한 잡지,한국광고업협회(현재 한국광고산업협회),21.1×28.5×2.2,1996년1월(72호)~12월(82호) 합본
469,Korad Viewpoint 1996,1,종이,1996년(현대),KORAD가 발간한 잡지,한국광고업협회(현재 한국광고산업협회),23.5×29.3×1,계간지. 1996년봄호(18호) 여름호(19호) 가을호(20호) 겨울호(17호) 합본
470,Korad Viewpoint 1997,1,종이,1997년(현대),KORAD가 발간한 잡지,한국광고업협회(현재 한국광고산업협회),23.1×29.5×1.1,계간지. 1997년봄호(21호) 여름호(22호) 가을호(23호) 겨울호(24호) 합본
471,한컴 1995 1~12,1,종이,1995년(현대),"한컴(옛,삼희기획)이 발간한 사보",한국광고업협회(현재 한국광고산업협회),21.9×28×3.2,1995년1월(76호)~12월(83호) 합본
472,대흥기획 1995 1~12,1,종이,1995년(현대),대홍기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21×29.6×3.9,1995년1월(121호)~12월(126호) 합본
473,금강기획 1995 1~12,1,종이,1995년(현대),금강기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21×28.7×3.2,1995년1월(71호)~12월(76호) 합본
474,DBC동방기획 1996,1,종이,1996년(현대),동방기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),22.5×29×2.3,1996년1월(84호)~10월(88호) 합본
475,오리콤 1996,1,종이,1996년(현대),오리콤이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.5×30.1×3.5,1996년1월(199호)~12월(210호) 합본
476,아시아 30억의 인간가족,1,종이,1986년(현대),제10회 ‘86아시아 경기대회 기록 서적,한국광고업협회(현재 한국광고산업협회),22.1×31×3.6,352쪽(앞뒤 표지 제외)
477,올림픽영웅들,1,종이,1984년(현대),LA올림픽 특집-아테네에서 ‘88서울올림픽까지-올림픽 기록 서적,한국광고업협회(현재 한국광고산업협회),22.5×30.6×3.7,322쪽(앞뒤 표지 제외)
478,서울1988,1,종이,1988년(현대),88서울올림픽 기록 서적,한국광고업협회(현재 한국광고산업협회),21.6×30.3×4,410쪽(앞뒤 표지 제외)
479,‘92바르셀로나,1,종이,1992년(현대),92바르셀로나 올림픽 기록 서적,한국광고업협회(현재 한국광고산업협회),21.6×30.3×5,422쪽(앞뒤 표지 제외)
480,ATHENS 2004,2,종이,2004년(현대),2004아테네 올림픽 기록 서적,한국광고업협회(현재 한국광고산업협회),22.1×31.9×5.7,"1권: 290쪽, 2권: 282쪽(앞뒤 표지 제외)"
481,TV-CF 제작기법,1,종이,1994년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),18.8×25.8×2.5,466쪽(앞뒤 표지 제외)
482,세계신문의 역사,1,종이,1990년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),18.9×25.7×1.3,316쪽(앞뒤 표지 제외)
483,서울신문100년사,1,종이,2004년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),21.2×29.2×4.5,766쪽(앞뒤 표지 제외)
484,보도사진연감‘94,1,종이,1994년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),21.3×30.4×3.3,458쪽(앞뒤 표지 제외)
485,廣告界動向分析報告書 1996,1,종이,1996년(현대),광고 관련 보고서,한국광고업협회(현재 한국광고산업협회),19.3×26.2×4.2,1996년1/4분기(35권)~4/4분기(38권) 합본
486,廣告界動向分析報告書 1997,1,종이,1997년(현대),광고 관련 보고서,한국광고업협회(현재 한국광고산업협회),19.5×25.9×4.1,1997년1/4분기(39권)~4/4분기(42권) 합본
487,私報 다이아몬드애드 1990 1~11,1,종이,1990년(현대),금강기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.2×28×2.9,1990년1월(23호)~11월(33호) 합본
488,다이아몬드·애드 1991 1~12,1,종이,1991년(현대),금강기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21×28×3.1,1991년1월(34호)~12월(45호) 합본
489,私報 다이아몬드애드 1992 1~12,1,종이,1992년(현대),금강기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.3×28.1×3.6,1992년1월(46호)~12월(56호) 합본
490,다이아몬드애드 1997 7~12,1,종이,1997년(현대),금강기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.1×28.8×2,1997년7·8월호(86호)~11·12월호(88호)
491,다이아몬드애드 1998 1~12,1,종이,1998년(현대),금강기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),20.8×28.5×2.1,1998년1·2월호(89호)~11·12월호(94호) 합본
492,Daehong Communications 1994 1~12,1,종이,1994년(현대),대홍기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),20.9×29.6×3.8,1994년1·2월호(115호)~11·12월호(120호) 합본
493,Daehong Communications 1996,1,종이,1996년(현대),대홍기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.9×29.8×3.2,1996년1·2월호(127호)~11·12월호(132호) 합본
494,Daehong Communications 1997 1~6,1,종이,1997년(현대),대홍기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.2×29.7×2.3,1997년1·2월호(133호)~5·6월호(135호) 합본
495,Daehong Communications 1997 7~12,1,종이,1997년(현대),대홍기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.3×29.6×2.2,1997년7·8월호(136호)~11·12월호(138호) 합본
496,Daehong Communications 1998 1~12,1,종이,1998년(현대),대홍기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.2×30×2.9,1998년1·2월호(139호)~11·12월호(144호) 합본
497,오리콤 1995 1~12,1,종이,1995년(현대),오리콤이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.2×29.7×3.3,1995년1월호(187호)~12월호(198호) 합본
498,오리콤 1997 1~12,1,종이,1997년(현대),오리콤이 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.1×29.6×3.1,1997년1월호(211호)~12월호(218호) 합본
499,LGAD 1994 109~114,1,종이,1994년(현대),LGAD가 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.1×29.6×2.6,1994년1월(103호)~6월(108호) 합본
500,LG애드 1997 1~6,1,종이,1997년(현대),LGAD가 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.1×29.6×2.6,1997년1월(139)~6월(144호) 합본
501,LGAD1998 1~12,1,종이,1998년(현대),LGAD가 발간한 사보,한국광고업협회(현재 한국광고산업협회),21.1×30.1×2.7,1998년1·2월(151호)~11·12월(156호) 합본
502,제일기획1995 7~12,1,종이,1995년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),22.4×28.7×2.9,1995년7월(234호)~12월(239호) 합본
503,Cheil Communications1996 7~12,1,종이,1996년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),22.7×28.9×2.8,1996년7월(246호)~12월(251호) 합본
504,CHEIL communications1997 7~12,1,종이,1997년(현대),제일기획이 발간한 사보,한국광고업협회(현재 한국광고산업협회),22.5×28.8×2.8,1997년7월(258호)~12월(263호) 합본
505,2007 韓國廣告作品年鑑 creative annual of korea,1,종이,2007년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고작품연감",한국광고업협회(현재 한국광고산업협회),22.3×30.4×2.8,342쪽(앞뒤 표지 제외)
506,’한국광고작품연감(‘90 Creative Annual of Korea),1,종이,1990년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고작품연감",한국광고업협회(현재 한국광고산업협회),23.1×31.6×2.6,244쪽(앞뒤 표지 제외)
507,廣告白書 1987年度,1,종이,1987년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고백서",한국광고업협회(현재 한국광고산업협회),19×26×0.2,38쪽(앞뒤 표지 제외)
508,廣告白書 (1990年度),1,종이,1990년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고백서",한국광고업협회(현재 한국광고산업협회),18.9×25.7×2.1,310쪽(앞뒤 표지 제외)
509,廣告白書 (1992年度),1,종이,1992년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고백서",한국광고업협회(현재 한국광고산업협회),19.1×26.1×2,368쪽(앞뒤 표지 제외)
510,廣告白書 (1994年度),1,종이,1994년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고백서",한국광고업협회(현재 한국광고산업협회),18.7×25.8×1.7,330쪽(앞뒤 표지 제외)
511,廣告白書 (1995年度),1,종이,1995년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고백서",한국광고업협회(현재 한국광고산업협회),18.7×25.5×1.6,368쪽(앞뒤 표지 제외)
512,‘96 廣告白書,1,종이,1996년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고백서",한국광고업협회(현재 한국광고산업협회),18.6×25.4×1.6,374쪽(앞뒤 표지 제외)
513,‘98 廣告白書,1,종이,1998년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고백서",한국광고업협회(현재 한국광고산업협회),18.5×25.5×1.6,352쪽(앞뒤 표지 제외)
514,2004 廣告産業,1,종이,2004년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고백서",한국광고업협회(현재 한국광고산업협회),18.7×25.7×1.9,344쪽(앞뒤 표지 제외)
515,2005 廣告産業,1,종이,2005년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고백서",한국광고업협회(현재 한국광고산업협회),18.5×25.6×2.2,378쪽(앞뒤 표지 제외)
516,2007 廣告産業,1,종이,2007년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 광고백서",한국광고업협회(현재 한국광고산업협회),18.5×25.6×1.7,292쪽(앞뒤 표지 제외)
517,광고매체 가치 및 요금체계에 관한 연구-4대 매체를 중심으로-,1,종이,1998년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 연구보고서",한국광고업협회(현재 한국광고산업협회),18.5×25.5×1.2,204쪽(앞뒤 표지 제외)
518,광고주와 광고회사간의 관계유형 분석 및 바람직한 관계정립을 위한 연구,1,종이,1998년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 연구보고서",한국광고업협회(현재 한국광고산업협회),18.5×25.5×1,176쪽(앞뒤 표지 제외)
519,인터넷매체의 특성이해 및 인터넷광고의 효과에 관한 연구,1,종이,1999년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 연구보고서",한국광고업협회(현재 한국광고산업협회),18.5×25.4×0.8,138쪽(앞뒤 표지 제외)
520,방송광고 형식에 따른 광고효과 연구-중간광고의 효과 연구-,1,종이,1999년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 연구보고서",한국광고업협회(현재 한국광고산업협회),18.5×25.4×1,168쪽(앞뒤 표지 제외)
521,우리나라 미디어렙의 도입 및 운영 방식에 관한 연구-전문가 의견조사를 중심으로-,1,종이,2000년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 연구보고서",한국광고업협회(현재 한국광고산업협회),18.1×25.5×0.9,150쪽(앞뒤 표지 제외)
522,E-mail Marketing과 소비자 태도 연구-Mail 메시지 유형별 광고효과 측정을 중심으로-,1,종이,2000년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 연구보고서",한국광고업협회(현재 한국광고산업협회),18.2×25.5×1,174쪽(앞뒤 표지 제외)
523,"Internet Marketing의 체계적 구성요소와 활용방안에 대한 연구-광고주, 광고회사, 매체사 마케터들의 인식을 중심으로-",1,종이,2001년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 연구보고서",한국광고업협회(현재 한국광고산업협회),18×25.5×1.1,190쪽(앞뒤 표지 제외)
524,케이블TV의 광고매체 기능 활성화 방안에 관한 연구,1,종이,2001년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 연구보고서",한국광고업협회(현재 한국광고산업협회),18×25.5×1.1,194쪽(앞뒤 표지 제외)
525,광고시장개방백서,1,종이,2001년(현대),"한국광고업협회(현,한국광고산업협회)가 발간한 연구보고서",한국광고업협회(현재 한국광고산업협회),16.2×23.1×1.8,200쪽(앞뒤 표지 제외)
526,2007 AI 소위원회 활동 보고서광고회사(A)/인터넷매체(I) 관계,1,종이,2007년(현대),활동보고서,한국광고업협회(현재 한국광고산업협회),18×25×0.6,90쪽(앞뒤 표지 제외)
527,31st ADVERTISING AGE CREATIVE 워크샵 강의집,1,종이,1988년(현대),워크샵 강의집,한국광고업협회(현재 한국광고산업협회),18.8×25.8×1,207쪽(앞뒤 표지 제외)
528,광고에 대한 오해선개념화 효과의 관점,1,종이,1993년(현대),연구보고서,한국광고업협회(현재 한국광고산업협회),19.4×26.8×2.1,204쪽(앞뒤 표지 제외)
529,A.E.핸드북 WHAT EVERY ACCOUNT EXECUTIVE SHOULD KNOW ABOUT···,1,종이,1991년(현대),광고 교육용 교재,한국광고업협회(현재 한국광고산업협회),21.4×28.4×2.1,346쪽(앞뒤 표지 제외)
530,광고업협회 20년사,1,종이,2006년(현대),광고업협회 20년사,한국광고업협회(현재 한국광고산업협회),22×30×3.4,320쪽(앞뒤 표지 제외)
531,Uruguay Round 協商 서비스廣告分野 對策方案 硏究報告書,1,종이,1990년(현대),Uruguay Round 서비스 협상(광고) 관련 연구보고서,한국광고업협회(현재 한국광고산업협회),19×26×1.2,180쪽(앞뒤 표지 제외)
532,媒體의 改量化,1,종이,1991년(현대),매체 계량화 관련 연구보고서,한국광고업협회(현재 한국광고산업협회),19×26×1.2,190쪽(앞뒤 표지 제외)
533,産學協同方案 硏究,1,종이,1991년(현대),광고인 양성 관련 연구보고서,한국광고업협회(현재 한국광고산업협회),18.4×25.6×1.5,218쪽(앞뒤 표지 제외)
534,開放化 時代의 韓國廣告産業,1,종이,1988년(현대),개방화 시대의 한국광고산업 세미나 자료,한국광고업협회(현재 한국광고산업협회),19×25.6×0.6,100쪽(앞뒤 표지 제외)
535,市場開放 對應方案 硏究 發表會,1,종이,1989년(현대),시장개방 대응방안 연구 발표회 요약 자료,한국광고업협회(현재 한국광고산업협회),18.9×26×0.9,116쪽(앞뒤 표지 제외)
536,市場開放對策委員會運營報告書 1989,1,종이,1989년(현대),시장개방대책위원회 운영보고서,한국광고업협회(현재 한국광고산업협회),18.9×26×0.6,92쪽(앞뒤 표지 제외)
537,市場開放對策委員會運營報告書 1990,1,종이,1990년(현대),광고산업진흥연구 위원회 운영보고서,한국광고업협회(현재 한국광고산업협회),18.9×25.8×0.6,86쪽(앞뒤 표지 제외)
538,硏究報告書,1,종이,1989년(현대),한국광고시장 대외 개방 관련 연구보고서,한국광고업협회(현재 한국광고산업협회),19.1×26.3×3.8,520쪽(앞뒤 표지 제외)
539,PHOENIX COMMUNICATIONS 1997-1999 CREATIVE ANNUAL,1,종이,1999년(현대),휘닉스커뮤니케이션즈 회사에서 발간한 광고연감,한국광고업협회(현재 한국광고산업협회),28.1×28×1.1,130쪽(앞뒤 표지 제외)
540,PHOENIX COMMUNICATIONS CREATIVE ANNUAL 2000,1,종이,2001년(현대),휘닉스커뮤니케이션즈 회사에서 발간한 광고연감,한국광고업협회(현재 한국광고산업협회),28.1×28.1×1,121쪽(앞뒤 표지 제외)
541,PHOENIX COMMUNICATIONS CREATIVE ANNUAL 2001,1,종이,2002년(현대),휘닉스커뮤니케이션즈 회사에서 발간한 광고연감,한국광고업협회(현재 한국광고산업협회),28.1×27.9×1,102쪽(앞뒤 표지 제외)
542,PHOENIX COMMUNICATIONS CREATIVE ANNUAL 2002,1,종이,2003년(현대),휘닉스커뮤니케이션즈 회사에서 발간한 광고연감,한국광고업협회(현재 한국광고산업협회),28×28×1,96쪽(앞뒤 표지 제외)
543,PHOENIX COMMUNICATIONS CREATIVE ANNUAL 2003,1,종이,2004년(현대),휘닉스커뮤니케이션즈 회사에서 발간한 광고연감,한국광고업협회(현재 한국광고산업협회),28.1×28×1,88쪽(앞뒤 표지 제외)
544,PHOENIX COMMUNICATIONS CREATIVE ANNUAL 2004,1,종이,2005년(현대),휘닉스커뮤니케이션즈 회사에서 발간한 광고연감,한국광고업협회(현재 한국광고산업협회),28.1×28×1,94쪽(앞뒤 표지 제외)
545,PHOENIX COMMUNICATIONS CREATIVE ANNUAL 2005,1,종이,2006년(현대),휘닉스커뮤니케이션즈 회사에서 발간한 광고연감,한국광고업협회(현재 한국광고산업협회),28×28×1,102쪽(앞뒤 표지 제외)
546,MARKET RADAR BLUE 2005,1,종이,2005년(현대),휘닉스커뮤니케이션즈 회사에서 발간한 리포트,한국광고업협회(현재 한국광고산업협회),20×29×0.7,97쪽(앞뒤 표지 제외)
