번호,명칭,수량,재질,시대,용도기능,입수처,크기(cm),특징
1137,SP투데이2008년3월24일~4월6일<제145호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.6×38.1×0.3,64쪽
1138,SP투데이2008년 4월 7~20일<제146호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.6×38.2×0.3,64쪽
1139,SP투데이2008년4월28일~5월11일<제147호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.6×37.9×0.4,76쪽
1140,SP투데이2008년 5월 12~25일<제148호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.5×38.2×0.3,64쪽
1141,SP투데이2008년5월26일~6월8일<제149호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.5×38.3×0.4,70쪽
1142,SP투데이2008년 6월 9~22일<제150호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.5×38×0.3,64쪽
1143,SP투데이2008년6월23일~7월6일<제151호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.5×38.1×0.3,64쪽
1144,SP투데이2008년 7월 7~20일<제152호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.5×37.9×0.3,64쪽
1145,SP투데이2008년7월21일~8월3일<제153호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.6×37.9×0.3,64쪽
1146,SP투데이2008년 8월 4~24일<제154호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.6×38.1×0.3,64쪽
1147,SP투데이2008년8월25일~9월7일<제155호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.5×38.2×0.3,64쪽
1148,SP투데이2008년 9월 8~28일<제156호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.5×38.1×0.3,64쪽
1149,SP투데이2008년9월29일~10월12일<제157호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.5×38.1×0.3,64쪽
1150,SP투데이2008년10월 13~26일<제158호>,1,종이,2008년(현대),옥외광고 종합미디어 신문,한국광고업협회(현재 한국광고산업협회),27.5×38.1×0.4,68쪽
1151,Advertising Yearbook 1993,1,종이,1993년(현대),KOREA ASSOCIATION OF ADVERTISING AGENCIES에서 발행한 영문판 광고연감,한국광고업협회(현재 한국광고산업협회),15.5×22.7×2,영문판 338쪽(앞뒤 표지 제외)
1152,Advertising Yearbook 1995,1,종이,1995년(현대),KOREA ASSOCIATION OF ADVERTISING AGENCIES에서 발행한 영문판 광고연감,한국광고업협회(현재 한국광고산업협회),15.3×21.9×2,영문판 374쪽(앞뒤 표지 제외)
1153,Advertising Yearbook 1996,1,종이,1996년(현대),KOREA ASSOCIATION OF ADVERTISING AGENCIES에서 발행한 영문판 광고연감,한국광고업협회(현재 한국광고산업협회),15.3×22×1.9,영문판 392쪽(앞뒤 표지 제외)
1154,Advertising Yearbook 1997,1,종이,1997년(현대),KOREA ASSOCIATION OF ADVERTISING AGENCIES에서 발행한 영문판 광고연감,한국광고업협회(현재 한국광고산업협회),15.5×22.4×1.9,영문판 392쪽(앞뒤 표지 제외)
1155,Advertising Yearbook 1998,1,종이,1998년(현대),KOREA ASSOCIATION OF ADVERTISING AGENCIES에서 발행한 영문판 광고연감,한국광고업협회(현재 한국광고산업협회),15.4×22.4×1.6,영문판 392쪽(앞뒤 표지 제외)
1156,Advertising Yearbook 2000,1,종이,2000년(현대),KOREA ASSOCIATION OF ADVERTISING AGENCIES에서 발행한 영문판 광고연감,한국광고업협회(현재 한국광고산업협회),15.4×22.3×2.3,영문판 396쪽(앞뒤 표지 제외)
1157,Advertising Yearbook 2002,1,종이,2002년(현대),KOREA ASSOCIATION OF ADVERTISING AGENCIES에서 발행한 영문판 광고연감,한국광고업협회(현재 한국광고산업협회),15.2×22.5×2.3,영문판 400쪽(앞뒤 표지 제외)
1158,Advertising Yearbook 2004,1,종이,2004년(현대),KOREA ASSOCIATION OF ADVERTISING AGENCIES에서 발행한 영문판 광고연감,한국광고업협회(현재 한국광고산업협회),15.3×22.5×2.2,영문판 398쪽(앞뒤 표지 제외)
1159,Advertising Yearbook 2006,1,종이,2006년(현대),KOREA ASSOCIATION OF ADVERTISING AGENCIES에서 발행한 영문판 광고연감,한국광고업협회(현재 한국광고산업협회),15.2×22.5×2.2,영문판 376쪽(앞뒤 표지 제외)
1160,韓國廣告産業發達史,1,종이,1999년(현대),한국광고업협회에서 발행한 한국광고산업발달사,한국광고업협회(현재 한국광고산업협회),18.5×25.3×1.7,350쪽(앞뒤 표지 제외)
1161,‘99 廣告産業,1,종이,1999년(현대),광고업협회에서 발행한 광고산업 연구서,한국광고업협회(현재 한국광고산업협회),18.6×25.4×1.9,420쪽(앞뒤 표지 제외)
1162,2000 廣告産業,1,종이,2000년(현대),광고업협회에서 발행한 광고산업 연구서,한국광고업협회(현재 한국광고산업협회),18.7×25.8×2,430쪽(앞뒤 표지 제외)
1163,2001 廣告産業,1,종이,2001년(현대),광고업협회에서 발행한 광고산업 연구서,한국광고업협회(현재 한국광고산업협회),18.8×25.7×2.1,360쪽(앞뒤 표지 제외)
1164,Mr.David Kilburn 초청사장단 WORKSOP 주제발표자료1999년 6월 4일,1,종이,1999년(현대),WORKSHOP 발표자료,한국광고업협회(현재 한국광고산업협회),20.9×29.8×0.7,122쪽(앞뒤 표지 제외)
1165,제1회 광고 산학협동 세미나,1,종이,2001년(현대),광고 산학협동 세미나 자료,한국광고업협회(현재 한국광고산업협회),21×29.4×0.5,68쪽(앞뒤 표지 제외)
1166,제2회 광고 산학협동 세미나-한국 광고산업과 글로벌 스탠다드-,1,종이,2002년(현대),광고 산학협동 세미나 자료,한국광고업협회(현재 한국광고산업협회),21×29.7×0.3,52쪽(앞뒤 표지 제외)
1167,제3회 광고 산학협동 세미나 “WTO 서비스 협상과 한국 광고 산업”,1,종이,2003년(현대),광고 산학협동 세미나 자료,한국광고업협회(현재 한국광고산업협회),21×29.8×0.3,46쪽(앞뒤 표지 제외)
1168,제4회 광고 산학협동 세미나 “유비쿼터스 시대의 미디어와 광고의 변화”,1,종이,2003년(현대),광고 산학협동 세미나 자료,한국광고업협회(현재 한국광고산업협회),21×29.7×0.2,32쪽(앞뒤 표지 제외)
1169,AE가 알아야 할 모든 것 WHAT EVERY ACCOUNT EXECUTIVE SHOULD KONW ABOUT···,1,종이,1995년(현대),광고 관련 서적,한국광고업협회(현재 한국광고산업협회),21.5×28.5×1.3,288쪽(앞뒤 표지 제외)
1170,경기변동과 광고비의 투자효과에 대한 연구,1,종이,1997년(현대),광고 연구보고서,한국광고업협회(현재 한국광고산업협회),21×29.7×1,연구보고서 Ⅴ146쪽(앞뒤 표지 제외)
1171,신제품에 있어서 광고유형이 소비자 준거가격에 미치는 영향에 관한 연구,1,종이,1997년(현대),광고 연구보고서,한국광고업협회(현재 한국광고산업협회),21.1×29.6×0.9,연구보고서 Ⅵ148쪽(앞뒤 표지 제외)
1172,통합적 광고효과 측정모델에 대한 연구(TV 광고에 대한 소비자의 반응과 매체비의 크기가 상표자산에 미치는 효과),1,종이,1997년(현대),광고 연구보고서,한국광고업협회(현재 한국광고산업협회),21×29.7×1.1,연구보고서 Ⅶ224쪽(앞뒤 표지 제외)
1173,금강오길비 그룹,1,종이,2000년대(현대),오길비그룹 홍보책자,한국광고업협회(현재 한국광고산업협회),25.2×28×3.1,64쪽(앞뒤 표지 제외)
1174,광고주와 광고회사와의 관계 : 광고회사의 가치,1,종이,2002년(현대),광고 관련 소책자,한국광고업협회(현재 한국광고산업협회),15.1×21×0.2,34쪽(앞뒤 표지 제외)
1175,광고주와 광고회사와의 관계 : 파트너십,1,종이,2000년(현대),광고 관련 소책자,한국광고업협회(현재 한국광고산업협회),15.2×20.9×0.3,46쪽(앞뒤 표지 제외)
1176,광고주와 광고회사와의 관계 : 좋은 광고회사 선정하기,1,종이,2001년(현대),광고 관련 소책자,한국광고업협회(현재 한국광고산업협회),15.3×21.2×0.3,62쪽(앞뒤 표지 제외)
1177,광고대행 보상 사례미국편,1,종이,2007년(현대),광고사례 연구서,한국광고업협회(현재 한국광고산업협회),18×25.5×0.7,96쪽(앞뒤 표지 제외)
1178,2007CAP 소위원회 활동 보고서광고주(C)/광고회사(A)/제작사(P) 관계,1,종이,2007년(현대),광고 연구 보고서,한국광고업협회(현재 한국광고산업협회),18×25.5×0.6,88쪽(앞뒤 표지 제외)
1179,‘97 廣告産業,1,종이,1997년(현대),광고업협회에서 발행한 광고산업 연구서,한국광고업협회(현재 한국광고산업협회),18.7×25.5×1.9,410쪽(앞뒤 표지 제외)
1180,2002 廣告産業,1,종이,2002년(현대),광고업협회에서 발행한 광고산업 연구서,한국광고업협회(현재 한국광고산업협회),19×25.7×2.4,432쪽(앞뒤 표지 제외)
1181,2003 廣告産業,1,종이,2003년(현대),광고업협회에서 발행한 광고산업 연구서,한국광고업협회(현재 한국광고산업협회),18.6×25.6×2,366쪽(앞뒤 표지 제외)
1182,세미나‘90년대 廣告産業의 方向,1,종이,1990년(현대),90년대 광고 세미나 자료,한국광고업협회(현재 한국광고산업협회),19×26.1×0.7,100쪽(앞뒤 표지 제외)
1183,세미나廣告의 社會的 責任과 倫理-廣告物 審議制度 中心으로-,1,종이,1989년(현대),광고의 사회적 책임과 윤리,한국광고업협회(현재 한국광고산업협회),19×25.7×0.5,84쪽(앞뒤 표지 제외)
1184,세미나廣告産業振興法(假稱) 制定方向,1,종이,1989년(현대),광고산업진흥법 제정방향 세미나 자료,한국광고업협회(현재 한국광고산업협회),19.1×25.8×0.5,57쪽(앞뒤 표지 제외)
1185,PUBLIC SERVICE ADVERTISING공익광고 전시회,1,종이,2007년(현대),목원대학교 미술대학 디자인학부 시각디자인전공 전시회 모음집,한국광고업협회(현재 한국광고산업협회),18.6×22×0.7,76쪽(앞뒤 표지 제외)
1186,KOBACO+,1,종이,2008년(현대),KOBACO 영문판 홍보 책자 ,한국광고업협회(현재 한국광고산업협회),22.6×29×0.5,영문판46쪽(앞뒤 표지 제외)
1187,제27회 대한민국 공익광고대상 수상작 모음집,1,종이,2008년(현대),수상작 모음집 소책자,한국광고업협회(현재 한국광고산업협회),11.7×16×1.1,56쪽(앞뒤 표지 제외)
1188,광고1번지 2007년 5월호,1,종이,2007년(현대),한국방송광고공사에서 발행한 광고잡지,한국광고업협회(현재 한국광고산업협회),21.1×29.6×0.7,월간지120쪽(앞뒤 표지 제외)
1189,광고1번지 2007년 6월호,1,종이,2007년(현대),한국방송광고공사에서 발행한 광고잡지,한국광고업협회(현재 한국광고산업협회),21×29.6×0.7,월간지132쪽(앞뒤 표지 제외)
1190,코바코광장2006년 7·8월호(통권125호),1,종이,2006년(현대),한국방송광고공사에서 발행한 광고잡지,한국광고업협회(현재 한국광고산업협회),22×28.5×0.4,월간지54쪽(앞뒤 표지 제외)
1191,코바코광장2006년 9·10월호(통권126호),1,종이,2006년(현대),한국방송광고공사에서 발행한 광고잡지,한국광고업협회(현재 한국광고산업협회),22×28.5×0.4,월간지58쪽(앞뒤 표지 제외)
1192,코바코광장2006년 11·12월호(통권127호),1,종이,2006년(현대),한국방송광고공사에서 발행한 광고잡지,한국광고업협회(현재 한국광고산업협회),22×28.5×0.4,월간지58쪽(앞뒤 표지 제외)
1193,코바코광장2006년 1·2월호(통권128호),1,종이,2007년(현대),한국방송광고공사에서 발행한 광고잡지,한국광고업협회(현재 한국광고산업협회),22×28.6×0.4,월간지58쪽(앞뒤 표지 제외)
1194,코바코광장2007년 3·4월호(통권129호),1,종이,2007년(현대),한국방송광고공사에서 발행한 광고잡지,한국광고업협회(현재 한국광고산업협회),22×28.5×0.4,월간지58쪽(앞뒤 표지 제외)
1195,코바코광장2007년 5·6월호(통권130호),1,종이,2007년(현대),한국방송광고공사에서 발행한 광고잡지,한국광고업협회(현재 한국광고산업협회),22×28.5×0.4,월간지58쪽(앞뒤 표지 제외)
1196,코바코광장2007년 9·10월호(통권132호),1,종이,2007년(현대),한국방송광고공사에서 발행한 광고잡지,한국광고업협회(현재 한국광고산업협회),22.1×28.5×0.4,월간지54쪽(앞뒤 표지 제외)
1197,asian advertising congress 2007 jeju(Beyond AD ASIA 2007 JEJU),1,종이,2007년(현대),2007년 아시아광고대회 팸플릿,한국광고업협회(현재 한국광고산업협회),13.8×25.4×0.1,6쪽
1198,ADASIA 2007 JEJU,1,종이,2007년(현대),2007년 아시아광고대회 팸플릿,한국광고업협회(현재 한국광고산업협회),19×28×0.1,영문판8쪽
1199,ADASIA 2007 JEJU,1,종이,2007년(현대),2007년 아시아광고대회 팸플릿,한국광고업협회(현재 한국광고산업협회),19×28×0.1,영문판8쪽
1200,ADASIA 2007 JEJU,1,종이,2007년(현대),2007년 아시아광고대회 팸플릿,한국광고업협회(현재 한국광고산업협회),19×28×0.1,영문판16쪽
1201,한국 영상광고의 역사 The History of Cinema and Television Advertising in Korea,1,종이,2007년(현대),경주대학교에서 발행한 광고 소책자,한국광고업협회(현재 한국광고산업협회),12×18×0.2,34쪽(앞뒤 표지 제외)
1202,극장광고안내 Guide of Theater Advertising,1,종이,1990년대(현대),극장광고안내 소책자,한국광고업협회(현재 한국광고산업협회),17.8×25.7×0.2,16쪽
1203,오리콤 30년 광고이야기,1,종이,1997년(현대),오리콤이 발행한 광고 서적,한국광고업협회(현재 한국광고산업협회),18.7×25.7×1.9,324쪽(앞뒤 표지 제외)
1204,"Human Buying광고, 그 감각의 제국",1,종이,2007년(현대),오리콤이 발행한 광고 서적,한국광고업협회(현재 한국광고산업협회),19.2×25.8×1.6,166쪽(앞뒤 표지 제외)
1205,廣告業協會報 94年 送年號,1,종이,1994년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.8×0.1,12쪽
1206,廣告業協會報 95년 1월호,1,종이,1995년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.8×29.6×0.1,월간지 8쪽
1207,廣告業協會報95년 2월호(통권 2호),1,종이,1995년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.8×29.8×0.1,월간지 8쪽
1208,廣告業協會報95년 3월호(통권 3호),1,종이,1995년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.2×29.9×0.1,월간지 8쪽
1209,廣告業協會報95년 4월호(통권 4호),1,종이,1995년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.2×29.8×0.1,월간지 4쪽
1210,廣告業協會報95년 5·6월호(통권 5호),1,종이,1995년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.2×30×0.1,월간지 8쪽
1211,廣告業協會報95년 7·8월호(통권 6호),1,종이,1995년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.2×29.7×0.1,월간지 8쪽
1212,廣告業協會報95년 9월호(통권 7호),1,종이,1995년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.8×30×0.1,월간지 4쪽
1213,廣告業協會報95년 10월호(통권 8호),1,종이,1995년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.2×29.6×0.1,월간지 8쪽
1214,廣告業協會報95년 12월호(통권 9호),1,종이,1995년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.5×0.1,월간지 4쪽
1215,廣告業協會報96년 1·2월호(통권 10호),1,종이,1996년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.1×29.4×0.1,월간지 8쪽
1216,廣告業協會報96년 4월호(통권 11호),1,종이,1996년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.1×29.7×0.1,복사본. 월간지 8쪽
1217,廣告業協會報96년 5월호(통권 12호),1,종이,1996년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 8쪽
1218,廣告業協會報96년 6·7월호(통권 13호),1,종이,1996년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.1,월간지 8쪽
1219,廣告業協會報96년 8·9월호(통권 14호),1,종이,1996년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.1×29.7×0.1,복사본. 월간지 8쪽
1220,廣告業協會報96년 10월호(통권 15호),1,종이,1996년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.2×29×0.1,월간지 8쪽
1221,광고업협회보1999년 7월호(통권 17호),1,종이,1999년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.1×29.6×0.1,월간지 26쪽(앞뒤 표지 제외)
1222,광고업협회보1999년 11·12월호(통권 19호),1,종이,1999년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.2,월간지 46쪽(앞뒤 표지 제외)
1223,광고업협회보2000년 3·4월호(통권 21호),1,종이,2000년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 18쪽(앞뒤 표지 제외)
1224,광고업협회보2000년 5·6월호(통권 22호),1,종이,2000년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.1,월간지 14쪽(앞뒤 표지 제외)
1225,광고업협회보2000년 7·8월호(통권 23호),1,종이,2000년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.9×29.7×0.1,월간지 14쪽(앞뒤 표지 제외)
1226,광고업협회보2000년 9·10월호(통권 24호),1,종이,2000년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.1×29.7×0.1,월간지 10쪽(앞뒤 표지 제외)
1227,광고업협회보2000년 11·12월호(통권 25호),1,종이,2000년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 14쪽(앞뒤 표지 제외)
1228,광고업협회보2001년 1·2월호(통권 26호),1,종이,2001년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.9×29.6×0.1,월간지 10쪽(앞뒤 표지 제외)
1229,광고업협회보2001년 3·4월호(통권 27호),1,종이,2001년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.9×29.7×0.1,월간지 10쪽(앞뒤 표지 제외)
1230,광고업협회보2001년 7·8월호(통권 28호),1,종이,2001년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 14쪽(앞뒤 표지 제외)
1231,광고업협회보2001년 9·10월호(통권 29호),1,종이,2001년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.1,월간지 10쪽(앞뒤 표지 제외)
1232,광고업협회보2001년 11·12월호(통권 30호),1,종이,2001년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.1×29.8×0.1,월간지 14쪽(앞뒤 표지 제외)
1233,광고업협회보2002년 1·2월호(통권 31호),1,종이,2002년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 10쪽(앞뒤 표지 제외)
1234,광고업협회보2002년 3·4월호(통권 32호),1,종이,2002년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.1×29.8×0.1,월간지 14쪽(앞뒤 표지 제외)
1235,광고업협회보2002년 5·6월호(통권 33호),1,종이,2002년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 14쪽(앞뒤 표지 제외)
1236,광고업협회보2002년 7·8월호(통권 34호),1,종이,2002년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.8×0.2,월간지 22쪽(앞뒤 표지 제외)
1237,광고업협회보2002년 9·10월호(통권 35호),1,종이,2002년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.1,월간지 18쪽(앞뒤 표지 제외)
1238,광고업협회보2002년 11·12월호(통권 36호),1,종이,2002년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1239,광고업협회보2003년 1·2월호(통권 37호),1,종이,2003년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.9×29.6×0.1,월간지 22쪽(앞뒤 표지 제외)
1240,광고업협회보2003년 3·4월호(통권 38호),1,종이,2003년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.1,월간지 22쪽(앞뒤 표지 제외)
1241,광고업협회보2003년 5·6월호(통권 39호),1,종이,2003년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.9×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1242,광고업협회보2003년 7·8월호(통권 40호),1,종이,2003년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.9×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1243,광고업협회보2003년 9·10월호(통권 41호),1,종이,2003년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.8×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1244,광고업협회보2003년 11·12월호(통권 42호),1,종이,2003년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.1×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1245,광고업협회보2004년 1·2월호(통권 43호),1,종이,2004년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.1×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1246,광고업협회보2004년 3·4월호(통권 44호),1,종이,2004년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1247,광고업협회보2004년 5·6월호(통권 45호),1,종이,2004년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1248,광고업협회보2004년 7·8월호(통권 46호),1,종이,2004년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1249,광고업협회보2004년 9·10월호(통권 47호),1,종이,2004년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21.1×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1250,광고업협회보2004년 11·12월호(통권 48호),1,종이,2004년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1251,광고업협회보2005년 1·2월호(통권 49호),1,종이,2005년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.1,월간지 20쪽(앞뒤 표지 제외)
1252,광고업협회보2005년 3·4월호(통권 50호),1,종이,2005년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.1,월간지 22쪽(앞뒤 표지 제외)
1253,광고업협회보2005년 5·6월호(통권 51호),1,종이,2005년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.9×29.6×0.1,월간지 22쪽(앞뒤 표지 제외)
1254,광고업협회보2005년 7·8월호(통권 52호),1,종이,2005년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.9×29.6×0.1,월간지 22쪽(앞뒤 표지 제외)
1255,광고업협회보2005년 9·10월호(통권 53호),1,종이,2005년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.9×29.6×0.1,월간지 22쪽(앞뒤 표지 제외)
1256,광고업협회보2005년 11·12월호(통권 54호),1,종이,2005년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),20.9×29.6×0.1,월간지 22쪽(앞뒤 표지 제외)
1257,광고업협회보2006년 1·2월호(통권 55호),1,종이,2006년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1258,광고업협회보2006년 3·4월호(통권 56호),1,종이,2006년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.5×0.1,월간지 22쪽(앞뒤 표지 제외)
1259,광고업협회보2006년 5·6월호(통권 57호),1,종이,2006년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.1,월간지 22쪽(앞뒤 표지 제외)
1260,광고업협회보2006년 7·8월호(통권 58호),1,종이,2006년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.1,월간지 22쪽(앞뒤 표지 제외)
1261,광고업협회보2006년 9·10월호(통권 59호),1,종이,2006년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.1,월간지 22쪽(앞뒤 표지 제외)
1262,광고업협회보2006년 11·12월호(통권 60호),1,종이,2006년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 18쪽(앞뒤 표지 제외)
1263,광고업협회보2007년 1·2월호(통권 61호),1,종이,2007년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.6×0.1,월간지 22쪽(앞뒤 표지 제외)
1264,광고업협회보2007년 3·4월호(통권 62호),1,종이,2007년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1265,광고업협회보2007년 5·6월호(통권 63호),1,종이,2007년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1266,광고업협회보2007년 7·8월호(통권 64호),1,종이,2007년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1267,광고업협회보2007년 9·10월호(통권 65호),1,종이,2007년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.7×0.1,월간지 22쪽(앞뒤 표지 제외)
1268,광고업협회보2007년 11·12월호(통권 66호),1,종이,2007년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.8×0.1,월간지 22쪽(앞뒤 표지 제외)
1269,광고업협회보2008년 7·8월호(통권 70호),1,종이,2008년(현대),광고업협회보,한국광고업협회(현재 한국광고산업협회),21×29.5×0.1,월간지 22쪽(앞뒤 표지 제외)
1270,‘放送廣告公社의 機能 및 役割 檢討’ 파일철,1,종이,1992년(현대),코바코 광고연구소 연구자료 파일철,한국광고업협회(현재 한국광고산업협회),25.6×31.2×1.1,48쪽
1271,‘公社機能 및 役割 硏究에 關한 要約’ 파일철,1,종이,1993년(현대),코바코 광고연구소 연구자료 파일철,한국광고업협회(현재 한국광고산업협회),25.5×31.2×2.4,123쪽
1272,‘공사위상 홍보용 책자원고’ 파일철,1,종이,1990년대(현대),코바코 광고연구소 연구자료 파일철,한국광고업협회(현재 한국광고산업협회),25.6×31.2×0.6,41쪽
1273,‘연구주제(광고교육원 예산)’ 파일철,1,종이,1993년(현대),코바코 광고연구소 연구자료 파일철,한국광고업협회(현재 한국광고산업협회),25.5×31.2×0.7,66쪽
1274,‘공사기능 및 역할에 관한 현황조사’파일철,1,종이,1995년(현대),코바코 광고연구소 연구자료 파일철,한국광고업협회(현재 한국광고산업협회),25.6×31.2×1.4,133쪽
1275,코바코 광고산업연구소 자료1,1,종이,1992년(현대),코바코 광고산업연구소 자료,박원기(KOBACO 연구위원),21.3×30.2×2.4,220쪽
1276,코바코 광고산업연구소 자료2,1,종이,1990년(현대),코바코 광고산업연구소 자료,박원기(KOBACO 연구위원),21×29.9×2.9,271쪽
1277,코바코 광고산업연구소 자료3,1,종이,1988년(현대),코바코 광고산업연구소 자료,박원기(KOBACO 연구위원),23.7×30×3,299쪽
1278,코바코 광고산업연구소 자료4,1,종이,1993년(현대),코바코 광고산업연구소 자료,박원기(KOBACO 연구위원),21.3×30.2×2.9,193쪽
1279,코바코 광고산업연구소 자료5,1,종이,1994년(현대),코바코 광고산업연구소 자료,박원기(KOBACO 연구위원),21.5×29.7×2.4,158쪽
