광고소재등록일,대업종,중업종,소업종,인공지능(AI) 인식 키워드,수동 키워드
2023-08-31,식품,건강식품,건강식품기타,"그릇,사람,식탁,컵,테이블","건강기능식품,건강한,귀한,녹용,생기있는,웰빙,젊은,편안한,프리미엄,홍삼,활력있는"
2023-08-31,식품,건강식품,건강식품기타,"그릇,벽,사람,식탁,컵,테이블","고르다,구전녹용,귀한,내밀다,녹용,러시아 아바이스크산,무게를 달다,사슴,선물,원용,자개함,자른,추석,편강한방연구소,홍삼"
2021-08-19,식품,건강식품,건강식품기타,"그릇,나무,민영,사람,유나,유정,은지,지붕,테이블,하늘","그래픽 디자인,나타나다,놀라운,뛰어가다,마시다,먹다,모션 그래픽,미소,박수치다,웃다,편하게"
2021-07-09,식품,건강식품,건강식품기타,"나무마루,넥타이,민영,바닥,사람,식탁,유나,유정,은지,의자,책,천장","교실,그래픽,놀라운,미소,브레이브걸스,선생님,애교,제품,책상,책장,학생"
2021-06-29,식품,건강식품,건강식품기타,"나무마루,넥타이,민영,바닥,사람,식탁,유나,유정,은지,의자,천장","교실,그래픽,놀라운,미소,브레이브걸스,선생님,애교,제품,책상,책장,학생"
2021-06-29,식품,건강식품,건강식품기타,"나무마루,넥타이,민영,바닥,사람,유나,유정,은지,의자,책,책상,천장","교실,그래픽,놀라운,미소,브레이브걸스,선생님,애교,제품,책상,책장,학생"
2021-01-07,식품,건강식품,건강식품기타,"김다미,꽃병,박건후(2017),벽돌 벽,사람,유리병,의자,임영웅,창,책,천장,핸드폰","거실,노래하다,마시다,빗,원료,일상,임영웅,춤추다,트로트,한약재,휴대폰"
2021-01-07,식품,건강식품,건강식품기타,"꽃병,벽돌 벽,사람,유리병,의자,임영웅,창,창문가리개,책,천장,핸드폰","거실,노래하다,마시다,빗,원료,일상,임영웅,춤추다,트로트,한약재,휴대폰"
2021-03-18,식품,건강식품,건강식품제품종합,"건물,꽃병,넥타이,리모트컨트롤,문짝,박소담,박지훈(워너원),벤치,사람,시계,율곡이이동상,의자,정유미(1983),창,천장,콘크리트 벽,헨리,화분에 심은 식물","건강한,녹용,뛰다,석류,실내,앉다,영상통화,의자,일어나다,임영웅,중년,필터"
2021-03-11,식품,건강식품,건강식품제품종합,"건물,김보성,꽃병,넥타이,문짝,박소담,박지훈(워너원),벤치,사람,시계,율곡이이동상,의자,정유미(1983),창,천장,콘크리트 벽,한소희,헨리,화분에 심은 식물","미소,믿다,선물,아름다운,약속하다,영상통화,운동하다,웃다,행복한,활기찬"
2021-03-11,식품,건강식품,건강식품제품종합,"건물,김종국,꽃병,넥타이,문짝,박소담,벤치,사람,소지섭,소파,송민호,송소희,슈가(BTS),율곡이이동상,의자,이선균,이제훈,이하늬,임영웅,정유미(1983),지민(BTS),창,창문가리개,책,천장,콘크리트 벽,핸드폰,헨리,화분에 심은 식물","미소,믿다,선물,아름다운,약속하다,영상통화,운동하다,웃다,행복한,활기찬"
2021-06-30,식품,건강식품,건강식품기타,"나무마루,넥타이,민영(브레이브걸스),바닥,사람,식탁,유나(브레이브걸스),유정(브레이브걸스),은지(브레이브걸스),의자,책,천장","건강,공부,귀여운,녹용,먹다,신나는,약,즐거운,한방,활기찬"
2021-06-30,식품,건강식품,건강식품기타,"나무마루,넥타이,민영(브레이브걸스),바닥,사람,손,식탁,유나(브레이브걸스),유정(브레이브걸스),은지(브레이브걸스),의자,책,천장","건강,공부,귀여운,녹용,먹다,신나는,약,즐거운,한방,활기찬"
2021-08-30,식품,건강식품,건강식품기타,"그릇,사람,식탁,컵,테이블","건네다,고르다,귀한,따르다,만든,사슴,선물하다,선보이다,재다,저울,좋은"
2021-08-30,식품,건강식품,건강식품기타,"그릇,녹용,사람,식탁,컵,테이블","고급스러운,귀한,그래픽,녹용,따르다,사슴,선물하다,세련된,저울,팩,한약재"
2021-09-01,식품,건강식품,건강식품기타,"그릇,녹용,사람,숟가락,식탁,컵,테이블","건강,고급스러운,녹용,따르다,선물하다,세련된,추석,팩,한약재,홍삼"
2021-09-01,식품,건강식품,건강식품기타,"그릇,녹용,사람,식탁,컵,테이블","건강,고급스러운,녹용,따르다,선물하다,세련된,추석,팩,한약재,홍삼"
2021-09-15,식품,건강식품,건강식품기타,"그릇,녹용,식탁,컵,콘크리트 벽,테이블","건강,고급스러운,내밀다,녹용,따르다,사슴,상자,선물,선물하다,한약재,홍삼"
2021-09-15,식품,건강식품,건강식품기타,"그릇,녹용,숟가락,식탁,컵,콘크리트 벽,테이블","건강,고급스러운,내밀다,녹용,따르다,사슴,상자,선물,선물하다,한약재,홍삼"
2022-07-19,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,"넥타이,마스크,사람","국내산,귀가 편한,마스크,믿을 수 있는,보풀없는,숨쉬기 편한,싱그라미,에스제이파워,자극 적은,피부보호"
2022-07-19,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,"마스크,배너,벽,붐,사람,콘크리트 벽","MB필터,겉감,공연,노래,덴탈형,마스크,보풀없는,붐,서멀본드,성능,숨쉬기 편한,싱그라미,싱싱싱싱,안감,예술,중간재,춤,춤추는 사람,피부자극 적은,현대 무용"
2022-07-20,가정용전기전자,주방용전기전자,음식물처리기,"그릇,사람,션(지누션),오븐,유리병,의자,책,카운터,커튼,컵,화분에 심은 식물","AI,기대다,깍지,바스트샷,밝은,싱글샷,아웃포커스,앉아있다,인터뷰,징글,차분한,클릭"
2022-07-11,가정용전기전자,주방용전기전자,음식물처리기,음식물 처리기,"ai기술,가성비 제작,노터치,단순 홍보,단순한,새로운,설명이 부족한,에콥,음식물처리기,전 자동"
2022-04-15,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR","그릇,꽃병,나무마루,냉장고,바닥,소파,의자,창,책,천장,커튼,타일마루","CG,경쾌한,로우앵글,모델없음,밝은,여성성우,연출,줌인, 닫히다,친환경,패닝"
2022-02-08,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR","고양이,꽃병,노트북,사람,선반,소파,시계,의자,창,책,침대,커튼,컵,탁상용의 물건,텔레비전,화분에 심은 식물","건자재,공부하는,기지개켜다,닫다,미세먼지,반려동물,열다,웃는,자연환기창,활력이되는"
2022-02-18,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR","고양이,곰인형,꽃병,냉장고,넥타이,노트북,문짝,사람,선반,소파,시계,식탁,의자,종이,창,책,침대,커튼,컵,콘크리트 벽,텔레비전,화분에 심은 식물","건강한,깨끗한,꽃가루,나노섬유,미세먼지,방진,케어,필터,환기시스템,황사"
2022-05-13,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR","고양이,노트북,사람,선반,소파,시계,식탁,의자,창,책,커튼,콘크리트 벽,화분에 심은 식물","고양이와 놀다,기지개하다,꽃가루,당기다,미세먼지,미세먼지망,밀다,방충망,빈틈없는 케어,원터치 오픈,윈마스크,인익스,창 밖을 보다,창문형 자연환기 시스템,황사"
2022-05-13,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR","고양이,꽃병,노트북,사람,선반,소파,시계,식탁,의자,종이,창,책,침대,커튼,컵,콘크리트 벽,키보드,화분에 심은 식물","고양이와 놀다,기지개하다,꽃가루,나노섬유 방진필터,당기다,미세먼지,미세먼지망,밀다,방충망,빈틈없는 케어,원터치 오픈,윈마스크,인익스,창 밖을 보다,창문형 자연환기 시스템,황사"
2022-05-13,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR","그릇,꽃병,냉장고,소파,의자,창,책,천장,타일마루","거실,닫히다,로우앵글,모델없음,비트,빛,여성성우,줌인,차분한,패닝"
2022-02-09,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타","고양이,노트북,사람,선반,소파,시계,의자,창,책,커튼,탁자,화분에 심은 식물","기지개,꽃가루,닫다,들다,모녀,미세먼지,여성성우,열다,차분한,학생,황사"
2023-02-22,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타","마천루,벽돌 벽,사람,소파,자동차,창,커튼,컵,화분에 심은 식물","강,걸터 앉아서,교량,닫다,대도시,만져보다,빌딩,아파트,인익스,자동차,창문"
2023-11-09,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR","그릇,꽃병,나무마루,바닥,소파,의자,창,천장,커튼,화분","소파,액자,열리다,옷걸이,의자,인익스,줌 인,중문,창문,커튼,쿠션,테이블"
2023-11-10,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타","교량,마천루,사람,소파,자동차,창,커튼,컵,화분","강,교량,나무,산,셔츠,인익스,자동차,줌 아웃,창문,커튼,컵,하늘"
2022-04-27,교육및복지후생,교육및복지후생기타,교육및복지후생기타,"곰인형,사람,의자,전자레인지,창,책,태블릿,테이블","CG,교육,구구단,누르다,돌다,돌리다,몰두,보다,신나는,아동,여성성우,정육면체,환호"
2022-04-15,교육및복지후생,교육및복지후생기타,교육및복지후생기타,"사람,의자,전자레인지,창,테이블","CM송,교육,누르다,돌다,돌리다,보다,신나는,아동,여성성우,환호"
2022-06-30,화장품및보건용품,모발 및 목욕용제,"샴푸,린스","TV,넥타이,배너,벽,사람,이정재,자동차,텔레비전","black change complex,modamoda,그림자,대한민국 최초기술,모다모다,모발,모발을 위한 다른생각,새치케어,색을 바꾸다,염모제,염색,이정재,지켜지다"
2022-08-29,화장품및보건용품,모발 및 목욕용제,"샴푸,린스","넥타이,벽,사람,소파,옷,유리병,의자,이정재","남성의,돌아서다,만족스런,모발용품,보다,새치,샴푸,제안하다,케어하다,효과있는"
2022-08-29,화장품및보건용품,모발 및 목욕용제,"샴푸,린스","사람,소파,유리병,의자,이정재","남성의,돌아서다,만족스런,모발용품,보다,새치,샴푸,제안하다,케어하다,효과있는"
2022-06-30,화장품및보건용품,모발 및 목욕용제,"샴푸,린스","넥타이,바다,배너,벽,사람,이정재","black change complex,modamoda,그림자,대한민국 최초기술,모다모다,모발,모발을 위한 다른생각,새치케어,색을 바꾸다,염모제,염색,이정재,지켜지다"
2022-11-29,서비스,음식및숙박,기타프랜차이즈점,사람,"간장치킨,긴장소스,내밀다,머리를 만지다,블랙,삼화에프앤씨,쏟아지는,아라치치킨,얇고 바삭한,올려다보다,응시하다,접시에 담긴,지나가다,튀기다,현미유"
2022-09-08,서비스,음식및숙박,기타프랜차이즈점,"사람,액체방울","건강에 좋은,귀여운,깨끗한,내가 선택 할 수 있는,믿을 수 있는,바삭거리는,삼화에프앤씨,새로운 시대를 여는,아라치치킨,얇아서 맛있는,조화로운,직접 만든,푹 빠진"
2022-12-06,서비스,음식및숙박,기타프랜차이즈점,사람,"감정. 상표. 텍스트,그래픽 디자인,긴 머리,노래,닭고기,레시피,명음,앨범,요리,웃다,음식,접시,튀긴 음식,포스터,표정,표지,행복,흑발"
2022-09-08,서비스,음식및숙박,기타프랜차이즈점,사람,"건강에 좋은,깨끗한,내가 선택 할 수 있는,믿을 수 있는,바삭거리는,삼화에프앤씨,새로운 시대를 여는,아라치치킨,얇아서 맛있는,조화로운"
2022-09-07,서비스,음식및숙박,기타프랜차이즈점,"벽,사람,하늘","간식,맛있는,먹음직스러운,메뉴,모집하다,보고싶은,사랑스러운,서비스,웃음,치킨,프랜차이즈"
2022-09-07,식품,축산품,치킨가공품,"사람,치킨","건강에 좋은,깨끗한,내가 선택 할 수 있는,믿을 수 있는,바삭거리는,삼화에프앤씨,새로운 시대를 여는,아라치치킨,얇아서 맛있는,조화로운"
2022-12-06,서비스,음식및숙박,기타프랜차이즈점,"베너,벽,사람,조이 레드벨벳,하늘","간장 치킨,감정,기름,긴 머리,노래,닭고기,레시피,맛,상표,소스,아라치,앨범,요리,웃다,음식,접시,튀긴 음식,포스터,표정,표지,행복,흑발"
2023-02-22,서비스,음식및숙박,기타프랜차이즈점,"그릇,나무,사람,스포츠 공,옷,운동장,이강인,집,풀,하늘","드리블,만족스런,맛있는,먹음직스러운,신나는,잔디,재미있는,즐거운,축구공,축구장,치킨"
2023-02-28,서비스,음식및숙박,기타프랜차이즈점,"그릇,나무,사람,스포츠 공,운동장,이강인,집,치킨,테이블,풀,하늘","국가대표,남성성우,달리다,리프팅,먹다,밀다,밝은,소프트포커스,싱글샷,응시,줌인,차다,축구,프리메라리그,훈련"
2023-02-22,서비스,음식및숙박,기타프랜차이즈점,"건물,나무,사람,산,유리병,이강인,자전거,창,하늘,화분에 심은 식물","만족스런,맛있는,먹음직스러운,신나는,오래된,유럽,유적,자전거,재미있는,즐거운,지중해,치킨"
2023-11-01,식품,식품기타,식품기타,"벽,사람,스포츠 공,식탁,옷,이강인,치킨,테이블","공을 차다,세대교체를 위한,소스,소스가 터지는,소스와 만나다,시대,아라치,야채,완벽한 치킨,이강인,축구공아라치,축구공을 튕기다,축구선수,치킨"
2023-11-06,식품,식품기타,식품기타,"그릇,벽,사람,스포츠 공,식탁,이강인,테이블","가맹점 모집,공을 차는,맛있는,볼을 다루는,삼화에프앤씨,세대교체,아라치,완벽한,좋아하는,축구공,축포가 터지는,치킨"
2022-09-28,화장품및보건용품,여성기초화장품,여성기초화장품기타,"사람,이민정,화장품","농축,돌아보다,바르다,밝은,빛나는,소프트포커스,싱글샷,응시,줌인,차분한,하얀,하이앵글"
2022-09-29,화장품및보건용품,여성기초화장품,여성일반기초화장품,"꽃잎,사람,이민정","고개를 들다,눈을 뜨다,들어서,바라보다,밝은,색상이 변하는,윤나는,턱을 괴다,팔짱을 낀채로,프롬바이오코스메틱,환한"
2022-09-28,화장품및보건용품,여성기초화장품,여성기초화장품기타,"꽃잎,사람,이민정","돌아보다,동안,로우앵글,미소,밝은,빛나는,소프트포커스,싱글샷,응시,줌인,차분한,클로즈업,하얀"
2022-09-29,화장품및보건용품,여성기초화장품,여성일반기초화장품,"벽,사람,유리병,이민정,콘크리트 벽,하늘","건강한,기능성,농축된,빛나는,새로운,엣지있는,여성,젊은,탄탄한,피부,화장품"
2023-02-03,화장품및보건용품,여성기초화장품,여성기초화장품기타,"꽃잎,병,사람,이민정","CG,내려보다,돌아보다,미소,밝은,빛나는,소프트포커스,싱글샷,안티에이징,응시,줌인,차분한,클로즈업,팔짱,하얀"
2023-02-03,화장품및보건용품,여성기초화장품,여성기초화장품기타,"병,붓,사람,이민정","6시간,광속케어,기미,농축,돌아보다,떨어지다,미소,브라이트닝,빛나는,싱글샷,응시,줌인,탄생,하얀"
2022-11-04,식품,조미향신료,장류,"바닥,사람,숟가락,유리병,콘크리트 벽,테이블","고민되다,국찌게,노란병,더동쪽바다가는길,맑은 국물,맛,무침,백간장하세요,붉은 대게백간장,쇼핑하다,요리,음식의 색,장을 보다"
2022-11-04,식품,조미향신료,장류,"고명,사람,유리병","공장,공정,깨끗한,대표,만능,바스트샷,밝은,엄선,여성성우,차분한,총판,컨베이어,화면분할"
2022-09-01,식품,조미향신료,장류,"그릇,사람,시계,식탁,싱크대,유리병,차은우,창,천장,컵,케비넷,콘크리트 벽,테이블,포크","간장,덜 짜지만 밋은 좋은,만능,먹음직스러운,삼화,쉽게 쓸 수 있는,양조,요리천재의 비결,척척척,하나로 끝내는"
2021-12-29,식품,조미향신료,장류,"구름,나무,마당,보자기,부채,사람,산,선물셋트,제품,지붕,집,차은우,타일마루,하늘,한옥,화분에 심은 식물","가리는,갓,건네주는,모자,바라보다,보자기,부채,삼화 선물세트,삼화식품,선물세트,설,잡다,차은우,포장식,한복,한복이 날리다,한옷,휴대폰"
2022-05-23,식품,조미향신료,장류,"그릇,나무,사람,식탁,의자","PPL,구호를 외치다,레디 액션,맛있어요,삼화 만능 된장,삼화식품공사,야외 식사,웃다,장민호,척척척 만능 된장,촬영하다.대사 연습,캠핑,캠핑카"
2021-11-15,식품,조미향신료,장류,"건물,구름,나무,사람,산,지붕,집,하늘,화분에 심은 식물","감사하는,마음의,만족스런,부채,선물세트,식품,전통의,전하다,좋아하는,진심의"
2021-12-29,식품,조미향신료,장류,"갓,건물,구름,그릇,나무,마루,병,부채,사람,산,상자,숟가락,식탁,의자,젓가락,지붕,집,차은우,컵,텐트,통,파라솔,풀,하늘,화분에 심은 식물,후라이팬","놓다,도포,들어올리다,로우앵글,맛보다,먹다,싱글샷,요리,은은한,응시,줌아웃,줌인,징글,쳐다보다,클로즈업,포커스아웃,하이앵글,활기찬"
2022-05-23,식품,조미향신료,장류,"그릇,나무,사람,의자","감탄하다,구호를 외치다,된장찌개.야외 식사,마법적인,먹다,삼화 만능 된장,삼화식품공사,장민호,척척척 만능 된장,캠핑,캠핑카"
2022-08-04,식품,조미향신료,장류,"그릇,사람,수저,식탁,싱크대,유리병,차은우,창,천장,컵,케비넷,테이블","CG,경쾌한,따르다,미소,밝은,소프트포커스,응시,줌인,징글,클로즈업,틸팅,패닝,하이앵글"
2022-08-08,식품,조미향신료,장류,"그릇,사람,식탁,싱크대,유리병,차은우,창,천장,컵,케비넷,콘크리트 벽,테이블,포크","그릇,둘러보다,붓다,살펴보다,삼화식품공사,새우,선반,셔츠,숟가락,자켓,젓가락,줌인,집어 든 채,테이블"
2023-01-16,식품,조미향신료,장류,"그릇,나무,노트북,사람,숟가락,식탁,옷,우산,유리병,의자,차은우,컵,테이블,파라솔,풀,하늘","나란히,누워서,따르다,맛 보다,매달린 채,삼화식품공사,얹다,젓다,쭉 뻗은 채,해먹"
2021-08-24,식품,조미향신료,장류,"구름,그릇,부채,사람,옷,전자레인지,지붕,집,차은우,창,창문가리개,포장 도로,하늘,화분에 심은 식물","간장,낮,명절,선물,아스트로,요리하다,음식,전통적인,차은우,추석,하늘,한복"
2021-08-24,식품,조미향신료,장류,"구름,부채,사람,지붕,집,차은우,포장 도로,하늘,화분에 심은 식물","낮,맑은,명절,밝은,선물,아스트로,전통적인,차은우,추석,하늘,한복"
2021-08-24,식품,조미향신료,장류,"구름,그릇,냉장고,부채,사람,식탁,옷,유리병,지붕,집,차은우,커튼,컵,포장 도로,하늘,화분에 심은 식물","간장,낮,명절,선물,아스트로,요리하다,음식,전통적인,차은우,추석,하늘,한복"
2021-08-12,식품,조미향신료,장류,"그릇,사람,숟가락,연어,옷,유리병,전자레인지,차은우,창,창문가리개,컵,화분에 심은 식물","간장,감탄하다,떨어지다,먹다,미소짓다,불다,뿌리다,신나는,연어,요리하다,웃다,차은우"
2021-08-12,식품,조미향신료,장류,"그릇,냉장고,사람,식탁,옷,유리병,차은우,창,창문가리개,컵,화분에 심은 식물","간장,건강한,만능의,맛있는,밝은,새로운,아름다운,요리하다,음식,차은우,편안한"
2021-08-11,식품,조미향신료,장류,"그릇,사람,숟가락,연어,옷,유리병,전자레인지,차은우,창,창문가리개,컵,화분에 심은 식물","간장,감탄하다,떨어지다,먹다,미소짓다,불다,뿌리다,신나는,연어,요리하다,웃다,차은우"
2021-11-17,식품,조미향신료,장류,"그릇,사람,식탁,의자,차은우,컵,포크,하늘","간장,넣다,맛있는,먹다,밝은,섞다,야외,요리,자신감,자신있는,즐거운"
2021-11-17,식품,조미향신료,장류,"그릇,사람,숟가락,식탁,우산,유리병,의자,차은우,컵,테이블,풀,하늘","간장,넣다,맛있는,먹다,밝은,섞다,야외,요리,자신감,자신있는,즐거운"
2022-10-17,패션,신발류,신발류제품종합,"건물,나무,넥타이,사람,울타리,잔디,천장,하늘,핸드백","고르다,노래하다,들어보다,마주보며,미소짓다,율동하다,찾다,케이에스국민신발,함께,활짝 웃다"
2022-09-30,패션,신발류,신발류제품종합,"건물,나무,넥타이,사람,울타리,장민호,풀,하늘,핸드백","CG,CM송,걸어가다,둘러보다,로우앵글,밝은,부부,조깅,친구,트로트,포즈,화면분할,회사원"
2023-02-20,패션,신발류,신발류제품종합,"나무,넥타이,사람,장민호,하늘,핸드백","고르다,나르지오,노래하다,맞다,미소짓다,발이 편한,신발가게,여행,출퇴근,케이에스국민신발,트롯,핸드백을 걸친"
2023-02-20,패션,신발류,신발류제품종합,"나무,넥타이,사람,신발,장민호,조명,하늘","CM송,걷다,꺼내다,남성성우,돌아보다,로우앵글,밝은,부부,운동,줌인,즐거운,친구,트로트,편한,행복한,화면분할"
2023-01-11,패션,신발류,신발류제품종합,"건물,나무,넥타이,도로,사람,포장 도로,풀,하늘,핸드백","걷는,국민신발,나르지오,노래하는,다양한,맞다,보상판매,신발을 잡다,여행,웃다,이벤트,일상,출퇴근,케이에스,편한"
2023-11-23,패션,신발류,신발류제품종합,"건물,나무,넥타이,사람,스피커,신발,울타리,잔디,장민호,조명,천장,포장 도로,하늘,핸드백","CM송,걷다,경쾌한,꺼내다,남성성우,노래하다,돌다,반복,발견,밝은,부부,싱글샷,여성성우,줌인,트로트,화면분할"
2022-09-06,가정용품,생활잡화및기기,생활잡화및기기기타,"구름,바닥,사람,소파,식탁,의자,창,콘크리트 벽,테이블,풀,화분에 심은 식물","가정용품,권하다,깨끗한,녹색의,맑은,뿌리다,샤워기,어린이,여성의,지구의,푸른"
2022-07-29,가정용품,생활잡화및기기,생활잡화및기기기타,"사람,소파,창,콘크리트 벽,테이블,화분에 심은 식물","거실에 서 있는,말하다,물어보다,미소짓는,비가 오는,새싹이 나는,생분해되는,샤워기,샤워플러스,아쿠아듀오,정수필터,지구와 함께,친환경 필터,플라스틱 폐기물,필터가 떠 다니는"
2022-07-29,가정용품,생활잡화및기기,생활잡화및기기기타,"구름,바닥,사람,소파,식탁,의자,창,커튼,콘크리트 벽,테이블,풀,화분에 심은 식물","가정용품,권하다,깨끗한,녹색의,맑은,뿌리다,샤워기,어린이,여성의,지구의,푸른"
2022-05-19,서비스,서비스기타,서비스기타,"구름,넥타이,노트북,바닥,벽돌 벽,사람,유지태,의자,창,책,천장,키보드,하늘,화분에 심은 식물","HR,경쟁하다,는시작하세요,데이터회사,럭비,만들다,만명:열명,모이다,뭉치다,브랜드 PR,생각하,열정,이것이 flex가 생각하는 HR의 힘!,인사이트,집중할 수 있는,팀워크,플렉스,한눈에 보다"
2022-05-13,서비스,서비스기타,서비스기타,"건물,구름,넥타이,노트북,마우스,벽돌 벽,사람,유지태,의자,창,책,천장,키보드,화분에 심은 식물","10000명의 회사보다 100명의 회사가 더 강한 이유,Human relations,가득차있,가리키다,는환호하다,달려가다,뛰어넘다,런칭,믿다,믿음,비교하다,사람의 힘,새로운 HR의 시작,심각한,열정,인간관계,플렉스,회사,회사의 힘"
2022-05-12,서비스,서비스기타,서비스기타,"건물,구름,넥타이,노트북,마우스,모니터,바닥,사람,유지태,의자,창,책,천장,키보드,화분에 심은 식물","기뻐하다,넥타이부대,달려오다,로우앵글,부등호,사무실,소프트포터스,역동적인,점프,하이파이브,환호"
2022-05-19,서비스,서비스기타,서비스기타,"건물,구름,넥타이,노트북,마우스,바닥,벽돌 벽,사람,스포츠 공,운동장,유리병,유지태,의자,창,책,컵,콘크리트 벽,키보드,풀,하늘,핸드폰,화분에 심은 식물","경영,기업,기획하다,만들어내다,솔루션,열정적인,일하는,즐거운,팀웍의,협업하다"
2022-10-25,가정용품,"취미,레저용품",골프용품,"사람,화분에 심은 식물","골프패치,기능성원단,나열하다,뉴트리어드바이저,블록앤케어,쁘띠,수분충전,얼굴에 붙이다,자외선 차단율 98.9%,자외선 차단패치,정적인,테스트"
2021-12-21,서비스,문화및공연,공연,텔레비전,"게임같은,네온싸인의,별똥별,별이 빛나는,오르내리다,옷장이 떨어지다,우주의,유성우가 내리는,은하수의,파랑색의,형형색색의"
2022-01-27,서비스,문화및공연,공연,사람,"공감하는,공연,관람하다,문화,손을흔들다,열정적인,즐거운,즐기다,퍼포먼스,함께하는"
2022-01-26,서비스,문화및공연,공연,"바닥,사람","감동적인,공연,노래하는,떠나다,무대의,뮤지컬,재미있는,즐거운,춤추는,흥미진진한"
2022-11-24,서비스,문화및공연,공연,"사람,키보드","공연하다,꽃목걸이를 한,노란색의,놀라다,두들팝,브러쉬씨어터,연주하다,웃는,율동하다,조명을 비추다,즐거운,폴리팝"
2023-03-17,서비스,문화및공연,공연,"바닥,벤치,사람","감동적인,공연,노래하는,무대의,뮤지컬,여행,재미있는,즐거운,춤추는,흥미진진한"
2023-05-03,서비스,문화및공연,공연,사람,"공연,그리다,두들팝,드로잉,매직드로잉 가족극,브러쉬씨어터,상상력,손을 흔드는,수영하는,즐기다,춤추는,퍼포먼스"
2023-08-16,서비스,문화및공연,공연,사람,"가족뮤지컬,공연하다,국립중앙박물관,극장,드래곤,드래곤하이,모험,뮤지컬,브러쉬씨어터,여행,용,재미있는,즐거운,춤추다,특별한,환상적인"
2023-10-24,서비스,문화및공연,공연,사람,"공연,두들팝,브러쉬씨어터,신나는,연극하는,연주하는,인터파크,전자오르간,조명을 비추는,즐거운,춤추는,티켓,폴리팝"
2021-06-22,서비스,문화및공연,공연,"사람,종이","공연,공연하다,귀여운,낙서,두들팝,드로잉,무대,문화,미디어아트,아기자기한,예술"
2021-06-07,서비스,문화및공연,공연,"사람,종이","귀여운그림,낙서,무대,미디어,상상,아기자기한,아트,예술,재미있는,종이,환상적인"
2021-05-06,서비스,문화및공연,연극,"공지천구름다리,기차,꽃병,리모트컨트롤,말,배낭,비행기,사람,손흥민,텔레비전,포장 도로,하늘,화사(마마무)","가족,공연,공원,노래하다,동화적인,모험,뮤지컬,분장,신나는,어린이,율동,자막,춤추다,태권도"
2021-04-16,서비스,문화및공연,연극,"배낭,사람,차승원,하늘","공연,그래픽 디자인,노래하다,모션 그래픽,모험,뮤지컬,사로잡을,여행,연기,춤,특별한,환상"
2021-03-18,서비스,문화및공연,연극,"강동원,박서준,배낭,배정남,사람,유재석,추대엽(카피추),하늘,한석규,핸드폰,호시(세븐틴)","공연,꽃가루,노래하다,모험,뮤지컬,분장,연극,연기하다,율동,춤추다,키즈"
2022-09-21,화장품및보건용품,모발 및 목욕용제,목욕및바디제품,"사람,설인아,유리병","눈을 감고 있는,머리카락을 매만지다,무대에 선,미소짓다,브라질 아사이베리,셀프,알비에치,오일이 떨어지다,웃다,카디뷰 아사이오일,프로의 손길,프리미엄 케어를 누리다"
2022-09-21,화장품및보건용품,모발 및 목욕용제,목욕및바디제품,"사람,설인아","눈을 감고 있는,머리카락을 매만지다,무대에 선,미소짓다,브라질 아사이베리,셀프,셀프로 프로페셔널하게,알비에치,오일이 떨어지다,웃다,카디뷰 아사이오일,프로의 손길,프리미엄 케어를 누리다"
2022-09-08,화장품및보건용품,모발 및 목욕용제,목욕및바디제품,"꽃병,사람,설인아,액체방울,유리병,하늘","누리는,뽀송뽀송한,셀프로,알비에치,전문가의,카디뷰,푸석한,프로다운,프로페셔널하게,프리미엄의,향기있는"
2022-09-08,화장품및보건용품,모발 및 목욕용제,목욕및바디제품,"사람,설인아,액체 방울,유리병,하늘","누리는,뽀송뽀송한,셀프로,알비에치,전문가의,카디뷰,푸석한,프로다운,프로페셔널하게,프리미엄의,향기있는"
2022-11-03,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,"구름,사람,풀,하늘","들다,만화같은,벼락이 치는듯한,보안,블록챗,블록체인랩스,비가 오는,소리를 전달하다,암전,커지다,컵에 연결한,큰 인형,평원,흐린"
2022-11-03,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,"구름,사람,풀,하늘","들다,만화같은,벼락이 치는듯한,보안,블록챗,블록체인랩스,비가 오는,소리를 전달하다,암전,커지다,컵에 연결한,큰 인형,평원,흐린"
2022-11-09,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,"구름,사람,풀,하늘","기술의,듣다,말하다,블록체인,세상,소통하다,아이,연결하다,캐릭터,혁신의"
2022-11-03,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,"구름,비행기,사람,풀,하늘","노 서버,대화,듣다,말하다,블록체인,알다,연결하다,오운리 블록체인,우리만,인형,줄,컵"
