파일명,년도,광고주,대분류,중분류,소분류,제품명,제목,대행사
A3000197.wma,,삼일제약(주),제약 및 의료,"이비인후, 치과 및 안과용제",안과용제,산스타,산스타퀴즈,(주)제일기획
A3000198.wma,,삼일제약(주),제약 및 의료,감기약,종합감기약,액티피드,찰리채플린편,(주)제일기획
A3000199.wma,,삼일제약(주),제약 및 의료,진통제 및 안정제,해열 및 진통제,부루펜시럽,착한어린이편,(주)제일기획
A3000200.wma,,삼일제약(주),제약 및 의료,진통제 및 안정제,해열 및 진통제,부루펜시럽,언제어디서나,(주)제일기획
A3000201.wma,,삼일제약(주),제약 및 의료,진통제 및 안정제,해열 및 진통제,부루펜시럽,그만자야지,(주)제일기획
A3000202.wma,,(주)대웅제약,제약 및 의료,진통제 및 안정제,진통제 및 안정제 기타,쿨펜,어우머리아퍼,(주)제일기획
A3000203.wma,,(주)대웅제약,제약 및 의료,진통제 및 안정제,진통제 및 안정제 기타,쿨펜,카레인없고빨리녹고,(주)제일기획
A3000204.wma,,조선무약(자),제약 및 의료,감기약,종합감기약,쌍감탕,여기서감기라함은,(주)제일기획
A3000205.wma,,(주)대웅제약,제약 및 의료,대사성의약,빈혈치료제,헤모큐,철들었구나,(주)제일기획
A3000206.wma,,국제약품공업(주),제약 및 의료,감기약,기침감기약,코푸레,코뿔엔코푸레,(주)제일기획
A3000207.wma,1996,선경제약㈜,제약 및 의료,근육 및 신경통제,신경통 및 류마티스제,트라스트,관절염에좋더라,(주)오리콤
A3000208.wma,1996,선경제약㈜,제약 및 의료,근육 및 신경통제,신경통 및 류마티스제,트라스트,말처럼강인한,(주)오리콤
A3000211.wma,1996,진양제약(주)반월공장,제약 및 의료,제약 및 의료 기타,제약 및 의료 기타,소부날,상쾌한아침,(주)오리콤
A3000212.wma,1996,진양제약(주)반월공장,제약 및 의료,제약 및 의료 기타,제약 및 의료 기타,소부날,가래엔소부날,(주)오리콤
A3000213.wma,1993,진양제약(주)반월공장,제약 및 의료,제약 및 의료 기타,제약 및 의료 기타,소부날,목안이깨끗해졌네,(주)오리콤
A3000215.wma,1992,한국존슨(주),제약 및 의료,"백신, 구충 및 살충제",살충 및 방충제,레이드,수성이니까,(주)오리콤
A3000216.wma,1989,동신제약(주),제약 및 의료,소화위장약,변비치료제,타마렌,변비탈출,(주)오리콤
A3000217.wma,1989,동신제약(주),제약 및 의료,의료용품,간이치료용품,스틴,바캉스편,(주)오리콤
A3000218.wma,1990,동신제약(주),제약 및 의료,대사성의약,자양강장제,엘코크,아침편,(주)오리콤
A3000219.wma,1990,동신제약(주),제약 및 의료,대사성의약,자양강장제,엘코크,점심편,(주)오리콤
A3000220.wma,1990,동신제약(주),제약 및 의료,대사성의약,자양강장제,엘코크,저녁편,(주)오리콤
A3000221.wma,1990,동신제약(주),제약 및 의료,대사성의약,자양강장제,엘코크,힘이넘치는데,(주)오리콤
A3000222.wma,1990,유한사이나미드,제약 및 의료,대사성의약,성인 종합영양제,센트룸,아내가늘챙겨주죠,(주)오리콤
A3000223.wma,1987,한국롱프랑제약,제약 및 의료,감기약,기침감기약,토푸렉실,어린이기침약,(주)오리콤
A3000224.wma,1990,한미약품공업(주),제약 및 의료,소화위장약,소화위장약 기타,메디락비타,아가가자라면,(주)오리콤
A3000225.wma,1991,한미약품공업(주),제약 및 의료,대사성의약,"유, 아동용 영양제",제텐비타,내이름은제텐비타,(주)오리콤
A3000226.wma,1989,한미약품공업(주),제약 및 의료,소화위장약,소화위장약 기타,메디락비타,살아있는유산균,(주)오리콤
A3000227.wma,1991,한미약품공업(주),제약 및 의료,소화위장약,소화위장약 기타,메디락비타,내동생은포동이,(주)오리콤
A3000228.wma,1992,한미약품공업(주),제약 및 의료,대사성의약,성인 종합영양제,텐텐,종합영양제,(주)오리콤
A3000229.wma,1972,한국화이자제약(주),제약 및 의료,"이비인후, 치과 및 안과용제",안과용제,바이진,충혈된눈에,(주)오리콤
A3000230.wma,1987,(주)한국씨락,제약 및 의료,진통제 및 안정제,신경안정제,타이레놀,성분이다르니까,(주)오리콤
A3000231.wma,1988,태광사노피제약,제약 및 의료,제약 및 의료 기타,제약 및 의료 기타,사포날,목안이상쾌한데,(주)오리콤
A3000232.wma,1985,(주)유한양행,제약 및 의료,대사성의약,간장치료제,리카바,새로운간장약,(주)엘지애드
A3000235.wma,1984,(주)경농,제약 및 의료,제약 및 의료 기타,제약 및 의료 기타,키타진,문고병방지,(주)오리콤
A3000236.wma,1984,롬엔드하스,제약 및 의료,농축산약제,농축산약제 기타,다이센엠45,일등품수확의비결,(주)오리콤
A3000237.wma,1983,(주)경농,제약 및 의료,농축산약제,농축산약제 기타,델라린유제데시스,일등품과일,(주)오리콤
A3000238.wma,1983,(주)경농,제약 및 의료,농축산약제,농약,후라단,침투성종합살충제,(주)오리콤
A3000240.wma,1982,(주)경농,제약 및 의료,농축산약제,농축산약제 기타,다이센엠45,사과편,(주)오리콤
A3000243.wma,1982,동부한농화학(주),제약 및 의료,농축산약제,농축산약제 기타,다이센엠45,수도작용,(주)오리콤
A3000244.wma,1982,(주)경농,제약 및 의료,농축산약제,농약,데시스,당신의소망,(주)오리콤
A3000245.wma,1982,(주)경농,제약 및 의료,농축산약제,농약,다코닐,탄저병약,(주)오리콤
A3000249.wma,1981,(주)경농,제약 및 의료,농축산약제,농약,데시스,과수원의좀도둑,(주)오리콤
A3000251.wma,1981,(주)경농,제약 및 의료,농축산약제,농약,밧사,안심하십시요,(주)오리콤
A3000252.wma,1980,(주)경농,제약 및 의료,농축산약제,농약,밧사,신속정확한,(주)오리콤
A3000253.wma,1980,(주)경농,제약 및 의료,농축산약제,농약,다코닐,확실한효과,(주)오리콤
A3000254.wma,1980,(주)경농,제약 및 의료,농축산약제,농약,키타밧사,동시방제작전,(주)오리콤
A3000256.wma,1980,(주)경농,제약 및 의료,농축산약제,농약,다코닐,종합살충제,(주)오리콤
A3000257.wma,1980,(주)경농,제약 및 의료,농축산약제,농축산약제 기타,트라이톤,약효를배가,(주)오리콤
A3000258.wma,1980,(주)경농,제약 및 의료,농축산약제,농축산약제 기타,켈쎈,사과응해전문약,(주)오리콤
A3000259.wma,1980,(주)경농,제약 및 의료,농축산약제,농약,다코닐,채소농사,(주)오리콤
A3000260.wma,1979,(주)경농,제약 및 의료,농축산약제,농약,경북농약,종합광고,(주)오리콤
A3000261.wma,1980,(주)경농,제약 및 의료,농축산약제,농약,키타진입제,목도열병,(주)오리콤
A3000262.wma,1979,(주)경농,제약 및 의료,농축산약제,농약,밧사,올해도멸구라면,(주)오리콤
A3000263.wma,1979,(주)경농,제약 및 의료,농축산약제,농약,아비로산,제초제,(주)오리콤
A3000264.wma,1979,(주)경농,제약 및 의료,농축산약제,농약,후라단,종합살충제,(주)오리콤
A3000265.wma,1979,(주)경농,제약 및 의료,농축산약제,농약,스파트,강력살균제,(주)오리콤
A3000267.wma,1979,롬앤드하스,제약 및 의료,농축산약제,농약,타크수화제,못자리수화제,(주)오리콤
A3000269.wma,1978,(주)경농,제약 및 의료,농축산약제,농약,"아그렙토,스푸라",괘양병예방치료,(주)오리콤
A3000271.wma,1978,(주)경농,제약 및 의료,농축산약제,농약,"토락,다코닐",탁월한약효,(주)오리콤
A3000272.wma,1978,(주)경농,제약 및 의료,농축산약제,농약,후라단,모든저항성해충,(주)오리콤
A3000273.wma,1978,롬앤드하스,제약 및 의료,농축산약제,농약,하이타크,보다강력해진,(주)오리콤
A3000274.wma,1978,(주)경농,제약 및 의료,농축산약제,농약,후라단,마늘양파에,(주)오리콤
A3000275.wma,1985,(주)유한양행,제약 및 의료,대사성의약,성인 종합영양제,그랑페롤,둘이가는여행,(주)오리콤
A3000276.wma,1985,(주)유한양행,제약 및 의료,두피 및 피부용제,피부연고제,쎄레스톤G크림,가정상비피부연고,(주)오리콤
A3000277.wma,1985,(주)유한양행,제약 및 의료,대사성의약,비타민C제,에스엘C,효과를톡톡히,(주)오리콤
A3000278.wma,1985,(주)유한양행,제약 및 의료,대사성의약,간장치료제,리카바,없앨것을없앤다,(주)엘지애드
A3000279.wma,1985,롬앤드하스,제약 및 의료,농축산약제,농축산약제 기타,다이센엠45,감귤재배농장편,(주)오리콤
A3000280.wma,1985,유한사이나미드,제약 및 의료,대사성의약,비타민C제,스트레스탑스,스트레스속에사는영양제,(주)오리콤
A3000281.wma,1985,롬앤드하스,제약 및 의료,농축산약제,농약,고올유제,잡초없이깨끗하구만,(주)오리콤
A3000282.wma,1984,유한사이나미드,제약 및 의료,대사성의약,성인 종합영양제,게브랄티,종합영양제,(주)오리콤
A3000283.wma,1984,(주)유한양행,제약 및 의료,제약 및 의료 기타,제약 및 의료 기타,베타자이드,고혈압치료제,(주)오리콤
A3000284.wma,1984,(주)경농,제약 및 의료,농축산약제,농약,고올유제,약효가3개월지속,(주)오리콤
A3000285.wma,1983,(주)경농,제약 및 의료,농축산약제,농약,키타밧사,벼멸구피해,(주)오리콤
A3000286.wma,1983,(주)유한양행,제약 및 의료,대사성의약,성인 종합영양제,게브랄티,역시좋던데요,(주)오리콤
A3000287.wma,1983,(주)경농,제약 및 의료,농축산약제,농약,키타진,어김없이찾아오는도열병,(주)오리콤
A3000288.wma,1991,한국롱프랑제약,제약 및 의료,감기약,기침감기약,토푸렉실,스푼이그려진,(주)MBC애드컴
A3000289.wma,1992,(주)동방아그로,제약 및 의료,농축산약제,농약,올타수화제,도열병예방,(주)MBC애드컴
A3000290.wma,1992,동아제약(주),제약 및 의료,감기약,종합감기약,판피린F,감기예보,(주)MBC애드컴
A3000291.wma,1992,동아제약(주),제약 및 의료,대사성의약,자양강장제,로얄디,사랑과정열을그대에게,(주)MBC애드컴
A3000292.wma,1993,동아제약(주),제약 및 의료,진통제 및 안정제,진통제 및 안정제 기타,암씨롱,전화통화편,(주)MBC애드컴
A3000293.wma,1993,동아제약(주),제약 및 의료,진통제 및 안정제,진통제 및 안정제 기타,암씨롱,영화관람편,(주)MBC애드컴
A3000294.wma,1993,한미약품공업(주),제약 및 의료,대사성의약,비타민C제,쎄쎄,아침의힘,(주)MBC애드컴
A3000295.wma,1993,한미약품공업(주),제약 및 의료,대사성의약,비타민C제,쎄쎄,오후의활력,(주)MBC애드컴
A3000296.wma,1993,한미약품공업(주),제약 및 의료,대사성의약,비타민C제,쎄쎄,자기전에편,(주)MBC애드컴
A3000297.wma,1994,동아제약(주),제약 및 의료,소화위장약,소화제,멕소롱,위장의도우미,(주)MBC애드컴
A3A00361.wma,,일양약품(주),제약 및 의료,소화위장약,소화제,노루모,다시시작하는아침,(주)대방기획
A3A00388.wma,1992,고려제약(주),제약 및 의료,감기약,종합감기약,하벤,와봐또와봐,(주)엘지애드
A3A00405.wma,1993,고려제약(주),제약 및 의료,감기약,종합감기약,하벤,겹친감기에하벤,삼희기획
A3A00406.wma,1993,고려제약(주),제약 및 의료,감기약,종합감기약,하벤,오란다고정말오냐,삼희기획
A3A00407.wma,1993,고려제약(주),제약 및 의료,감기약,종합감기약,하벤,콧물에기침까지,삼희기획
A3A00408.wma,1993,고려제약(주),제약 및 의료,감기약,종합감기약,하벤,하벤도몰라요,삼희기획
A3A00001.wma,1991,(주)동방제약,제약 및 의료,순환기관용제,동맥경화방지제,징코민,은행나무,
A3A00002.wma,1992,동성제약(주),제약 및 의료,"백신, 구충 및 살충제",살충 및 방충제,비오킬,인체에해없는살충제,
A3A00003.wma,1992,동성제약(주),제약 및 의료,두피 및 피부용제,여드름치료제,다그린,다그린덕분이예요,
A3A00004.wma,1993,복음보청기(서울),제약 및 의료,의료용품,보청기,복음보청기,대화를자연그대로,
A3A00005.wma,1994,한미보청기,제약 및 의료,의료용품,보청기,한미보청기,잘들여요,
A3A00008.wma,1994,(주)신성제약,제약 및 의료,두피 및 피부용제,발모제,모리날정,먹는탈모치료제,
A3A00009.wma,1995,바란스팔찌,제약 및 의료,제약 및 의료 기타,제약 및 의료 기타,바란스팔찌,신비한에너지,
A3A00010.wma,1995,동아제약(주),제약 및 의료,대사성의약,자양강장제,로얄디,시안,(주)MBC애드컴
A3A00011.wma,1995,동아제약(주),제약 및 의료,대사성의약,자양강장제,로얄디,사랑해요,(주)MBC애드컴
A3A00012.wma,,안국악품,제약 및 의료,"이비인후, 치과 및 안과용제",안과용제,토비콤에스,눈나쁜여우의사자사냥,
A3A00013.wma,1996,(주)일화,제약 및 의료,감기약,종합감기약,일화열쌍탕,감기몸살에,
A3A00014.wma,,(주)대웅제약,제약 및 의료,감기약,종합감기약,지미코프,잡으러요잡아라,(주)엘지애드
A3A00015.wma,1997,(주)대웅제약,제약 및 의료,소화위장약,소화제,베아제,이런소화제봤어요,(주)엘지애드
A3A00016.wma,1992,유유산업,제약 및 의료,대사성의약,성인 종합영양제,비나폴로F,사행시편,(주)제일기획
A3A00017.wma,1992,유유산업,제약 및 의료,대사성의약,성인 종합영양제,비나폴로F,성취인생편,(주)제일기획
A3A00018.wma,1992,유유산업,제약 및 의료,대사성의약,성인 종합영양제,비나폴로F,멋진남편,(주)제일기획
A3A00019.wma,1992,유유산업,제약 및 의료,대사성의약,성인 종합영양제,비나폴로F,아직도젊게사는방법,(주)제일기획
A3A00020.wma,1997,부광약품공업(주),제약 및 의료,"백신, 구충 및 살충제",살충 및 방충제,부광로취베이트,동시에사라집니다,(주)제일기획
