번호,년도,매체구분,매체,대분류,중분류,소분류,광고주,제품,내용
조선광고대상0120,1972,신문,조선일보,출판,출판 기타,출판 기업PR,도서출판현암사,기업PR,사서삼경
조선광고대상0127,1972,신문,조선일보,출판,출판 기타,출판 기업PR,휘문출판사,기업PR,이불이 꺼질때는
조선광고대상0134,1973,신문,조선일보,출판,출판 기타,출판 기업PR,을사문고,기업PR,자아의 발견
조선광고대상0146,1974,신문,조선일보,출판,서적,일반서적,(주)금성출판사,동서문화사,좋은책은 향기를 지니고 있읍니다
조선광고대상0153,1974,신문,조선일보,출판,서적,사전류,태극출판사,대세계백과사전,세계의 문을 여는 비결
중앙일보-0101,1974,신문,중앙일보,출판,서적,일반서적,광고주미상,인간경영,인간경영
조선광고대상0167,1975,신문,조선일보,출판,서적,일반서적,(주)김영사,동서문화사,누구나 쉽게 깨뜨릴 수 있겠지요
조선광고대상0173,1975,신문,조선일보,출판,서적,일반서적,(주)대교출판,세계의 문학,힘껏 달려라무지개를 향해
조선광고대상0177,1975,신문,조선일보,출판,서적,일반서적,(주)도서출판생각의나무,학생백과대사전,척척박사
조선광고대상0185,1976,신문,조선일보,출판,서적,일반서적,동서문화사,그레이트북스,"좋은음식,좋은 옷만으로 부모의 도리를 다했다고 생각"
조선광고대상0190,1976,신문,조선일보,출판,유아용 교재,유아용 교재 제품종합,동서문화사,GREAT BOOK,꿈의 집을 지어드려요
조선광고대상0205,1977,신문,조선일보,출판,출판 기타,출판 기업PR,동서문고,기업PR,청바지에 꽃혀있는 조선상점사
조선광고대상0215,1977,신문,조선일보,출판,서적,전집류,(주)어문각,신한국문학전집,민족문학의 금자탑
중앙광고대상0107,1977,신문,중앙일보,출판,출판 기타,출판 기업PR,(주)밀리언하우스,기업PR,잡지와 휴지
조선광고대상0222,1978,신문,조선일보,출판,출판 기타,출판 기업PR,(주)금성출판사,기업PR,지혜가 담긴 책은 마르지 않는 샘과 같습니다
조선광고대상0244,1979,신문,조선일보,출판,서적,일반서적,(주)금성출판사,한국교육동화,어린꿈이 한껏 피어오르는 놀이터
조선광고대상0253,1979,신문,조선일보,출판,출판 기타,출판 기업PR,(주)계몽사,기업PR,좋은 책 좋은 친구
조선광고대상0255,1979,신문,조선일보,출판,서적,일반서적,(주)도서출판푸른숲,학국교육동화,이야기 주머니를 풀어 놓습니다
LG-AD-3395,1979,신문,조선일보,출판,출판 기타,출판 기업공고,럭키,조일광고상,작품모집
조선광고대상0267,1980,신문,조선일보,출판,서적,일반서적,(주)사계절출판사,동서추리문고,수수께끼의 보따리를 풀어나가는 재미
조선광고대상0272,1980,신문,조선일보,출판,출판 기타,출판 기업PR,동서문화사,기업PR,깊은 연륜에서 좋은책이 만들어 집니다
LG-AD-3065,1980,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,조일광고상,"게므론,나너"
LG-AD-3066,1980,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,조일광고상,"노루모산,하이테크"
LG-AD-3067,1980,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,조일광고상,"훼스탈,하이테크"
조선광고대상0287,1981,신문,조선일보,출판,출판 기타,출판 기업PR,박종화삼대걸작전집,기업PR,책은 마음의 등불
조선광고대상0289,1981,신문,조선일보,출판,서적,일반서적,(주)웅진미디어,삼국지,산이 오를수록 그 싶이를 더해가듯
조선광고대상0297,1981,신문,조선일보,출판,서적,일반서적,(주)웅진미디어,동서삼국지,영원한 당신의 길잡이
중앙광고대상0173,1981,신문,중앙일보,출판,서적,전집류,(주)계몽사,세계의 문학,명작에 명화를 더한 세계 문학 전집의 결정판
조선광고대상0315,1982,신문,조선일보,출판,서적,일반서적,(주)장원교육,에이브,"인간이 만드는 책,그러나, 인간을 만드는 책"
중앙광고대상0184,1982,신문,중앙일보,출판,서적,일반서적,양우당,거부실록,당신도 거부가 될 수 있다
중앙광고대상0189,1982,신문,중앙일보,출판,서적,일반서적,양우당,거부실록,박속의 금은보화
중앙광고대상0191,1982,신문,중앙일보,출판,서적,일반서적,양우당,거부실록,지식은 곧 재산입니다
중앙광고대상0196,1982,신문,중앙일보,출판,초등학생용 교재,초등학생용 교재 제품종합,삼성출판사,세프어린이 영어,빨리빨리여기야
조선광고대상0332,1983,신문,조선일보,출판,중고생용 교재,중고생용 학습교재,문화어연,정철카세트,세계를 잇는 언어의 힘
중앙광고대상0210,1983,신문,중앙일보,출판,서적,일반서적,(주)좋은사람들,전봉준,풀잎도 화가나면 일어선다
중앙광고대상0218,1983,신문,중앙일보,출판,서적,전집류,동아출판사,세계대백과사전,세계대백과사전
donga-0002,1983,신문,동아일보,출판,서적,일반서적,동서문화사,소설 전봉준,"민심천심, 풀잎도 화가나면 일어선다"
donga-0003,1983,신문,동아일보,출판,서적,전집류,동아출판사,원색대백과사전,동아 원색세계사백과사전
중앙광고대상0243,1985,신문,중앙일보,출판,서적,일반서적,경성각 출판부,고요한 돈강,고요한 돈강
중앙일보-0156,1985,신문,중앙일보,출판,서적,일반서적,광고주미상,고요한 돈강,흐르는 땀은 막을수없다.
조선광고대상0397,1986,신문,조선일보,출판,잡지,잡지 제품종합,삼성출판사,미네르바,한장한장 잘여문 생활의 지혜를 거두지 않으시겠읍니까
조선광고대상0406,1986,신문,조선일보,출판,유아용 교재,유아용 교재 제품종합,도서출판보림,이야기하늘나라,저 높은 곳에 하나님이 계실까
조선광고대상0407,1986,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,분별있는 소비,"가치없는 낭비, 가치있는 소비"
조선광고대상0411,1986,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,보리밥에는 고추장이 제격입니다
조선광고대상0424,1986,신문,조선일보,출판,출판 기타,출판 기업PR,(주)아이템플,기업PR,세살버릇 여든까지 간다던데
조선광고대상0425,1986,신문,조선일보,출판,유아용 교재,유아용 교재 제품종합,도서출판보림,이야기 하늘나라,엄마피노키오는 하나님에게 용서받은거지
조선광고대상0426,1986,신문,조선일보,출판,출판 기타,출판 기타,삼성출판사,미네르바,교양대학 미네르바를 졸업했읍니다
donga-0308,1986,신문,동아일보,출판,출판 기타,출판 기업PR,(주)두산(주류군산공장),기업PR,100년대계
donga-0310,1986,신문,동아일보,출판,서적,일반서적,동서문화사,자연과 어린이,"엄마, 고추잠자리는 어떻게 생겼어요"
LG-AD-1676,1986,신문,스포츠서울,출판,출판 기타,출판 기타,서울신문스포츠서울에이앤비(주),86새봄맞이 선물잔치,유명상표TV광고알아맞히기퀴즈
조선광고대상0436,1987,신문,조선일보,출판,출판 기타,출판 기업PR,(주)아이템플,기업PR,매일매일 일기 쓰듯이
조선광고대상0441,1987,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,인간사회
조선광고대상0445,1987,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,끊을수 없는 관계
조선광고대상0454,1987,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,하나가 된 우리
조선광고대상0458,1987,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,기업PR,노사협력
중앙광고대상0293,1987,신문,중앙일보,출판,서적,사전류,(주)금성출판사,뉴에이스 사전,새롭게 쏟아지는 지식
중앙일보-0170,1987,신문,중앙일보,출판,서적,사전류,(주)금성출판사,금성 뉴에이스 사전,새롭게 쏟아지는 지식
donga-0052,1987,신문,동아일보,출판,출판 기타,출판 기업PR,(주)금성출판사,기업PR,새롭게 쏟아지는 지식
조선광고대상0459,1988,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,기업PR,함께 사랑을 그려갑시다
조선광고대상0461,1988,신문,조선일보,출판,출판 기타,출판 기업PR,(주)한샘,기업PR,"늘 비어있는책, 그러나 채워주는 책"
조선광고대상0462,1988,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,기업PR,무심코 지나치는 그 순간에도
조선광고대상0470,1988,신문,조선일보,출판,출판 기타,출판 기업PR,(주)금성출판사,기업PR,꺾어질지언정 휘어지지 않는다
조선광고대상0474,1988,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,몸보다 마음을 먼저 일으켜주세요
조선광고대상0484,1988,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,기업PR,알아버린 슬픔
조선광고대상0488,1988,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,사랑합니다
donga-0089,1988,신문,동아일보,출판,서적,일반서적,동서문화사,웅진이 만든 책,축 어린이날 값진 선물이 될것입니다
조선광고대상0494,1989,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,산은 산이로되 옛산이 아니로세
조선광고대상0495,1989,신문,조선일보,출판,잡지,잡지 제품종합,동아출판사,홈스터디,처음 출발이 중요합니다
조선광고대상0501,1989,신문,조선일보,출판,출판 기타,출판 기업PR,(주)진명출판사,기업PR,첫걸음만 올려높으시면
조선광고대상0502,1989,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,기업PR,급하다고 마구담을수야
조선광고대상0505,1989,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,기업PR,슬픈 진화
조선광고대상0509,1989,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,운전의 즐거움을 잊은 사람들
조선광고대상0511,1989,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,만년 초보운전자
조선광고대상0512,1989,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,"1잔2잔3잔,,3초2초1초"
조선광고대상0516,1989,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,기업PR,품절위기
조선광고대상0517,1989,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,항상 꼴찌만 하는 아이
조선광고대상0520,1989,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,기업PR,개구리가 산으로 올라간 이유
조선광고대상0521,1989,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,하루에도 몇번씩 이런 생각을 하게 됩니다
조선광고대상0524,1989,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,우리아빠 낚시 성적은 100점
조선광고대상0525,1989,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,시용화되어선 안될 경고 표지판
중앙광고대상0334,1989,신문,중앙일보,출판,서적,전집류,웅진출판,어린이날 선물,값진건물이 될것입니다
중앙광고대상0342,1989,신문,중앙일보,출판,서적,전집류,(주)계몽사,카세트 문학시리즈,명작을 낚으십시오
donga-0122,1989,신문,동아일보,출판,출판 기타,출판 기업PR,(주)고려원,기업PR,소설의 시대를 연다
donga-0125,1989,신문,동아일보,출판,출판 기타,출판 기업PR,(주)고려원,기업PR,여유가 필요할 때 입니다
KAA1990 (138),1989,신문,기타신문,출판,중고생용 교재,중고생용 학습지,동아출판사,홈스터디,전국의 학부모님들께 여쭤봅니다
KAA1990 (219),1989,신문,기타신문,출판,출판 기타,출판 기업PR,(주)동아일보사,기업PR,펜촉 펜대
KAA1990 (66),1989,신문,기타신문,출판,중고생용 교재,중고생용 학습교재,중앙교육연구원(주),중앙완전학습,8학군으로 갈 것인가
KAA1990 (74),1989,신문,기타신문,출판,출판 기타,출판 기업PR,(주)세계일보,기업PR,나머지 반쪽세상/진정한 세계
조선광고대상0532,1990,신문,조선일보,출판,출판 기타,출판 기업PR,웅진출판,기업PR,하루가 다르게 커가는 아이들
조선광고대상0534,1990,신문,조선일보,출판,출판 기타,출판 기업PR,(주)조선일보사,기업PR,베트맨은 알아도 하회탈을 모르는 아이
조선광고대상0543,1990,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,헛바람 떼문에 헛수고가 됩니다
조선광고대상0546,1990,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,한번쓰고 버리는 성냥개비를 만드는데 12년이 걸려요
조선광고대상0548,1990,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,하기쉬운 말들이지만 가장 어려운 말들
조선광고대상0554,1990,신문,조선일보,출판,신문,중앙신문,(주)조선일보사,공공광고,열심히 일한손이 더욱 자랑스러워야 합니다
